id_antecedentes,id_docentes,nombre_cargo,funcion,reparticion,fecha_inicio,fecha_fin
95119538,19349786,Armed forces logistics/support/administrative officer,Around morning attack this yes.,4,1990-10-25,2016-02-16
62764600,49910508,Outdoor activities/education manager,Room cell happen somebody base.,10,2003-01-26,2008-06-15
53349970,41762545,Applications developer,Question six really father event finish.,6,1993-08-01,2008-03-27
5973576,35477372,"Horticulturist, amenity",Hear out finally sister most build week.,1,2008-06-25,2017-12-10
39482692,8600756,Retail buyer,Magazine war front right of.,10,1975-03-24,2018-04-03
1612846,13637894,Health visitor,Pattern upon treatment.,8,1985-11-22,2006-12-18
31408283,35438088,"Engineer, electrical",System senior citizen whose low apply radio.,3,2010-11-13,2023-03-25
22292686,68885217,Special educational needs teacher,Process show range special you subject.,2,2016-02-13,2018-12-11
28907288,7153871,Local government officer,Find nothing American Democrat responsibility beautiful.,2,1971-08-03,1987-05-01
99282143,3763470,Personal assistant,Responsibility on bit member.,5,2001-05-20,2021-11-29
13858448,22586274,Haematologist,Positive law movement while.,3,2022-12-08,2023-12-23
57678658,7141596,Solicitor,Different vote first discuss series.,7,1988-08-04,2016-12-22
52685391,44077665,Airline pilot,Its someone short treat.,9,1987-09-06,1995-05-13
46001875,18979731,"Loss adjuster, chartered",Believe it own above former unit since.,2,1976-01-07,1987-01-23
86606164,40205383,Interpreter,Thing way or standard but magazine must.,1,1990-01-02,1991-01-15
51739226,70383202,Soil scientist,Toward store small science.,8,1985-08-09,1990-07-01
59104353,52135512,"Horticulturist, commercial",Investment cut major here serious both.,7,2007-12-04,2016-07-17
23459634,22123474,Television floor manager,Can within leave federal kid worker national.,8,1972-02-25,1985-08-09
8694890,52576935,"Teacher, English as a foreign language",Get year major safe front.,4,2002-01-22,2020-05-31
225773,45261515,"Producer, radio",Family question argue north.,5,1997-09-21,2010-12-05
21827089,6742554,Museum/gallery curator,Word bill pressure home town.,9,2023-04-13,2024-05-27
68244085,11805194,Counselling psychologist,Return sign stock vote quite relationship similar.,1,2017-03-18,2023-10-22
9064710,98785932,Industrial/product designer,Environment politics account author.,5,2021-12-25,2024-04-20
11879234,54563808,Charity officer,Stand why concern seem.,9,1985-10-18,2019-12-03
43228155,34394552,Music therapist,Notice yard month rock region.,6,1972-11-09,2001-07-21
7787633,50973251,Fish farm manager,No painting cause task base performance into.,5,1998-03-30,2016-10-05
31024726,98060243,Games developer,Close tell imagine meet challenge phone impact.,8,2007-02-09,2022-07-26
11225631,21375453,Tax inspector,Hour senior successful modern cause various official.,10,2017-10-05,2019-04-14
52469306,82544596,Fast food restaurant manager,Lawyer investment like parent vote she happy.,5,1985-01-05,2016-10-02
11519933,29430913,"Therapist, music",Glass have it safe through financial.,3,2018-02-13,2020-09-02
94329890,43229661,"Librarian, public",Miss pay kid TV represent rich.,4,2001-05-27,2003-02-23
19789137,65953174,Mechanical engineer,Baby recently fight control final discover truth.,10,1983-12-10,2022-10-23
60385219,62543723,Operational researcher,Site resource available theory feel capital.,4,2019-04-14,2024-02-07
41387909,46297736,Careers information officer,Thousand let tell.,10,1982-04-16,1986-06-15
24147520,14762843,Orthoptist,Why book allow.,1,1970-07-22,2019-06-16
11083113,56826184,"Surveyor, hydrographic",According find fight agreement.,6,1994-05-02,2006-08-02
62014668,63704010,Futures trader,Like himself thank evening state.,4,1975-05-07,1999-10-26
876255,24257128,Best boy,Doctor speech significant weight probably every.,4,1989-03-31,2009-07-12
59783195,82387320,Television floor manager,Member beyond speech part.,8,2007-09-09,2017-03-04
35075928,36016253,Press photographer,Perhaps foreign take raise at.,1,2004-11-04,2007-06-30
22250799,53677896,Video editor,Along front data treat.,1,1989-03-30,2000-09-20
10772759,41890101,Sports administrator,Change catch particular southern.,10,2019-07-11,2024-01-13
91744740,33459542,Recruitment consultant,Attention last help most oil business.,10,1978-05-20,1998-02-12
21330945,41136471,Television camera operator,Fire decide instead range know still major.,10,1982-05-14,2023-09-14
88213531,29558012,Television floor manager,At collection respond seven hotel population you.,10,2002-12-06,2005-09-10
40926196,52931665,Equities trader,Set door quality get.,1,1983-07-22,2009-06-11
63388169,55120754,Marine scientist,Public control until serve door if truth.,7,2000-06-01,2010-03-22
33051631,24526941,Physiological scientist,Hot course suddenly data fish idea plant.,1,1998-08-13,2009-11-21
76169656,66197696,Insurance risk surveyor,Head quality quality crime participant radio.,9,2020-05-24,2021-10-10
82437294,77678296,Theatre stage manager,Section spend true far investment.,6,1980-11-04,2001-04-30
63961020,29021575,Chiropractor,Paper stuff maybe across candidate policy member.,5,1975-05-25,1977-04-19
71596021,64541413,Ceramics designer,Institution professor study before involve machine character.,7,1972-07-08,2003-10-08
40385521,56780981,Hydrogeologist,Hit appear score foot to institution.,6,2010-12-29,2012-03-24
8843826,88216059,Television camera operator,Age should nice sort anything.,5,2017-10-11,2018-08-04
49974603,67634339,Geoscientist,Apply money else pretty begin reflect.,3,1971-03-12,1995-06-01
45390271,50018089,"Programmer, systems",Style sign open that.,9,2011-12-23,2018-06-25
97653380,51195979,Chemical engineer,Company significant them state rate thus get.,2,1999-10-18,2003-12-15
98843578,48081259,Public affairs consultant,Accept play team understand would.,2,1990-07-03,2009-05-24
11340901,94650613,Location manager,Nor lay how bit federal.,10,2019-04-07,2021-05-26
67887332,81692240,Operational investment banker,Dream job heavy tax safe season expert.,5,1972-12-07,2022-12-01
61383677,10333999,"Teacher, primary school",Skill teach behind PM.,5,2015-04-14,2020-06-25
4153329,11476389,Teaching laboratory technician,Until news wide.,4,1974-02-12,2006-03-16
67891943,85301564,Politician's assistant,Up school hear candidate special pattern space.,1,1979-01-31,1988-05-12
44862850,13233521,"Surveyor, building control",Ten before service gun almost cell sport.,1,2023-03-10,2024-06-06
60853319,32149476,Leisure centre manager,Bill their treatment sing situation push finish.,3,2019-03-08,2023-02-08
46221869,1513165,"Accountant, chartered management",Body skin ten necessary put continue suddenly.,2,1986-10-14,1990-08-29
84645830,46784707,Secondary school teacher,Quite very source interest hair.,7,1971-06-23,1978-01-01
48677996,93075271,"Psychologist, sport and exercise",Record whose news pass no leg leg.,3,2022-08-21,2024-01-31
65076646,52223060,"Teacher, music",Course sign than development church necessary consumer theory.,9,2015-04-02,2017-08-13
26581309,7598491,Building surveyor,Pull move audience risk.,6,1984-09-27,2003-09-10
99588567,59557612,Marketing executive,Lawyer high morning individual quickly piece successful.,6,1977-09-11,1996-01-02
29924213,32875304,"Pharmacist, hospital",To describe particularly red number.,8,2015-03-03,2022-05-20
47018798,12953319,"Buyer, industrial",System building threat join event coach window.,7,1973-06-08,2018-11-20
19706097,92081322,Education administrator,Wear often money hotel process those.,7,1980-05-20,2024-03-30
73799632,49566860,Dietitian,Wife each my catch.,7,2009-03-17,2010-11-17
1044342,94020909,"Presenter, broadcasting",Protect present attack idea that hospital.,9,2011-02-11,2014-10-01
85555119,22156937,Retail merchandiser,Research like nature law.,3,1991-01-25,2014-12-31
50158961,82584273,Data scientist,Four store best road beautiful.,2,2018-05-21,2022-03-07
13917340,34104427,Music therapist,Stuff event air door summer.,7,1979-04-09,1981-07-11
68635755,50821333,"Engineer, manufacturing",End or vote cultural reason impact.,9,2006-07-15,2018-02-22
26877869,9563711,"Accountant, chartered",Science debate base.,9,2018-02-08,2023-08-08
43373970,73186321,Field trials officer,Simple magazine arrive response relationship.,9,2014-12-04,2023-04-17
54812062,39226611,Metallurgist,Gun anyone morning win mouth husband finally.,9,1974-12-30,2007-11-19
28632240,28685273,Photographer,Lay father road imagine commercial plan tax.,4,1972-09-03,1999-08-07
83354839,96724880,Sales executive,Finally poor shake bar sound hear happen.,8,2016-03-22,2018-01-31
34972097,47733810,"Programme researcher, broadcasting/film/video",Hotel provide policy bit spend wear.,9,2013-08-15,2018-05-12
67446373,59904935,"Engineer, land",Help could order per.,1,1981-02-08,2014-05-09
29454960,16906543,"Geologist, wellsite",Really sound save history organization something.,1,1980-06-30,1990-02-01
86492067,80974363,"Surveyor, insurance",Husband officer tree together.,7,2015-09-29,2022-06-26
76418536,91594677,"Doctor, hospital",Agent investment carry ever trade care protect tend.,1,1983-07-16,2022-01-25
4356780,92654238,Soil scientist,Wife give part operation hope.,1,2015-12-11,2023-01-19
45257159,33914783,Early years teacher,Lay attorney father top I score work.,4,1980-01-16,1996-12-22
94736868,68287417,Architect,Tough member employee however miss.,1,1983-10-02,1994-05-21
83976386,56139368,Quality manager,Dark either important arm card world him.,2,2013-09-16,2021-04-24
4001633,29071330,"Education officer, environmental",Mean member over.,5,1979-10-02,2022-05-07
51828591,49700259,Osteopath,Necessary trade agency official.,2,2021-07-28,2023-11-24
71871678,86083556,"Programme researcher, broadcasting/film/video",Spend health attention large thing.,3,1976-05-19,1985-04-09
81811757,42087493,Site engineer,Movie movie once field day short.,8,1994-04-06,2003-04-10
21786939,92488957,Technical sales engineer,Company customer large citizen candidate.,8,1978-05-20,2022-10-08
73615967,34717429,Animator,Join again or rise box one.,7,2003-01-08,2008-03-09
44088591,56596571,Tree surgeon,Nation street avoid also.,3,1994-11-03,1999-01-12
42856893,34644904,"Research officer, political party",Result least far popular job seven.,5,2010-07-08,2020-04-02
44796526,8821050,"Designer, graphic",Lose me present couple south question week.,6,1974-09-25,2013-07-11
92542742,47535672,Information systems manager,Sound both close poor town beat.,3,1994-07-26,2000-03-07
69739062,53119316,"Doctor, hospital",School after whose analysis keep southern also.,1,2015-09-11,2016-11-19
23749709,27177486,Sport and exercise psychologist,Meet account image reach month boy describe.,5,1996-07-12,2013-12-17
61325889,16942700,"Scientist, physiological",Perform room fund describe.,2,1998-05-28,2021-06-01
43317202,54911946,Actuary,Several including movie old.,8,2023-03-13,2024-05-06
16968630,17263493,Occupational hygienist,See too significant that four though.,9,2006-10-26,2019-10-08
74896785,38291664,Environmental consultant,Professor chance see stuff run surface.,3,1979-10-04,2017-05-07
35220840,7200697,Arts administrator,Blood rich maybe five.,9,1978-03-21,2010-09-22
75856143,49413476,"Conservation officer, historic buildings",West skin paper field note feel fly.,1,1999-03-26,2000-03-04
47931768,58689459,Operational investment banker,Director clearly put window south.,5,2021-03-02,2022-11-30
31793875,14892395,Careers adviser,Yes music course fly common pressure adult.,3,2008-05-30,2018-02-19
99499355,78654208,Dispensing optician,New scientist summer card animal.,2,1998-05-29,2001-12-08
3502086,17959713,"Copywriter, advertising",Man red anything over.,9,2015-04-16,2020-03-21
46860251,11411226,"Surveyor, minerals",Bring strong push from leader.,1,1983-12-11,2017-09-28
16129261,42906797,Press sub,Since land cover cut prove.,9,2009-05-31,2021-05-08
64717811,77099296,"Designer, graphic",Finally reach listen foot word more.,2,2016-01-20,2017-06-23
53657808,5703963,Warehouse manager,Enjoy service tough concern be consider.,9,1993-12-15,1994-05-15
19899583,53854929,"Surveyor, building",East vote force line.,2,2008-01-30,2014-03-13
69708384,13028072,Management consultant,Very bring ready system value all medical.,5,2012-07-13,2016-01-02
92576315,49260855,"Doctor, hospital",Hard star agreement third seek since inside.,5,2004-09-07,2012-06-05
872782,81759777,Event organiser,Certain resource section year turn fund event.,2,1977-04-20,1989-01-25
38446017,49103945,"Teacher, adult education",Style debate call still.,8,1992-05-28,2007-10-24
18597700,11189397,Cartographer,Film significant yeah after.,6,2002-06-08,2014-04-06
88782332,85702486,Risk analyst,According happen beat when next.,9,2009-11-08,2014-01-12
40232915,45889135,Retail buyer,Realize participant nation black since.,4,2003-02-06,2003-11-07
37901397,28170226,Metallurgist,Society few forget market bill much.,9,2018-12-10,2023-10-02
