Legajo,investigacion,desde,hasta,dedicación
85575482,786341,1995-08-28,2016-07-27,14
39987400,493897,2000-04-14,2021-12-29,4
15423989,854465,1990-04-06,2009-12-15,10
28247877,75647,1988-10-08,2018-02-05,21
72683412,705047,1975-08-09,1995-07-18,20
83338198,733796,1970-04-05,1973-02-12,13
36623583,989172,2019-02-26,2023-02-15,9
74374385,70415,2015-04-06,2023-09-21,8
22921726,538068,2011-10-15,2012-10-09,21
90540659,511679,1985-04-23,2008-07-10,27
28261820,831405,2016-07-19,2020-03-13,9
70211523,531047,1975-09-18,2003-10-23,15
3883612,505282,2012-10-11,2017-11-02,32
30835073,120295,2022-03-15,2022-10-11,26
34125052,548984,2010-07-14,2019-05-31,24
93171524,929586,1996-04-11,1998-01-18,1
60179237,89683,2008-04-21,2018-04-25,27
3125359,518517,2010-05-04,2015-02-13,38
42499921,213016,2017-06-23,2018-08-25,16
11078303,270523,1973-03-11,1997-07-14,8
84893341,959438,2008-08-03,2011-05-07,13
41337931,107712,1970-03-10,2001-05-05,40
54583258,440389,2013-01-27,2023-04-03,1
42163557,317584,2021-04-17,2022-08-17,35
90533676,533289,1996-02-25,2010-02-10,40
68490022,490852,2017-07-14,2022-02-05,36
91723013,629465,2006-11-10,2022-05-28,7
1233006,618959,1970-03-31,2011-07-22,28
54777088,953948,1972-02-07,1978-06-01,8
16482279,708189,2009-11-28,2022-08-25,1
46134577,423490,2020-01-17,2022-07-15,9
43001882,575992,1993-04-26,2010-05-17,20
99556978,792576,2022-12-05,2023-03-15,9
14116497,802221,1994-04-02,2006-04-24,19
95153238,743230,2003-08-26,2013-09-01,36
73440642,499500,1995-09-01,2003-05-17,28
8879422,662625,1980-02-22,2023-09-30,36
75344203,102127,2013-11-26,2019-02-19,21
91979524,84373,1995-05-21,2006-05-30,20
14205991,367240,1992-02-14,2008-02-07,7
23801075,840426,1979-02-07,2003-11-01,31
2958489,962269,2006-01-31,2019-11-06,11
23442322,277366,2011-07-26,2017-10-16,13
46363447,6168,1970-05-26,1980-10-22,19
98640441,323361,2022-10-14,2024-03-31,37
59100517,767444,1981-09-26,1983-12-07,17
26842700,96494,1983-01-26,2016-03-27,6
13850226,115105,1974-08-14,2022-10-18,34
29134747,722686,2006-10-29,2019-12-10,33
1818431,394321,2013-12-20,2015-05-31,4
16953010,206426,1985-09-26,2023-03-03,27
12136814,70415,1976-05-06,2010-02-11,22
80251899,880909,2013-08-20,2018-08-04,7
93311402,796227,1977-05-20,1993-11-02,11
47197081,887505,1971-08-21,1975-06-19,5
94624014,578996,1975-08-19,2014-07-30,17
34222716,495639,1986-12-19,1996-08-16,11
69006306,746933,2021-04-22,2022-11-21,32
17149261,805140,2006-06-09,2016-02-12,40
43364426,106121,2017-08-07,2024-05-14,1
11947243,91578,2011-05-08,2020-11-30,30
80728039,277425,1998-04-20,1998-11-03,25
10221711,290715,1989-08-19,1998-02-18,16
74148568,886248,1986-09-07,1990-11-02,30
96501837,771878,2006-04-22,2019-06-05,22
23361189,349859,1975-03-28,2019-09-29,38
32052586,717540,2003-11-12,2015-12-31,5
14196251,447249,2003-12-31,2020-08-10,14
43462691,410828,1970-11-05,1994-12-04,31
21556742,709985,2005-01-22,2024-04-04,38
51317922,70462,1979-06-03,2010-12-23,12
55482662,951417,1990-08-27,1995-06-20,11
93298579,947277,1974-04-02,2013-10-30,23
56849086,772707,1983-09-08,2019-03-25,30
16865456,189245,1971-04-01,1974-02-06,25
19912692,278624,1985-11-19,1999-04-24,23
10631320,302903,1993-06-28,2007-02-04,14
88485293,736019,2007-06-07,2014-12-20,12
1486884,151925,2024-01-04,2024-02-20,39
42204269,41597,1997-02-27,2017-07-20,28
26115103,268105,2024-01-21,2024-02-25,21
34226323,418223,1988-04-04,2021-04-11,34
4366857,727590,1984-06-08,1992-10-14,9
86439824,570480,2015-05-16,2023-08-26,23
42339952,587264,1977-04-18,2006-02-01,33
66789239,741953,2012-11-05,2013-02-01,31
76936958,462110,2000-08-19,2017-07-20,22
95858588,837418,2022-06-22,2023-07-20,9
81255665,327057,1994-12-08,2021-07-20,33
11223469,895462,2008-03-31,2023-06-21,17
38165740,581112,1999-11-02,2012-06-12,39
93133867,460945,1973-06-23,1989-04-19,24
52152460,486636,1980-05-30,1983-08-02,4
94613034,990280,2007-04-05,2013-12-02,3
99887120,927207,2023-07-21,2023-11-20,5
86613697,946786,1980-04-02,2006-06-20,21
88131065,352568,2015-07-10,2016-05-07,19
63804497,3410,1992-10-18,1994-12-17,26
98070520,128731,1974-06-15,1978-07-28,31
80646293,436927,1984-08-31,1996-09-02,18
752490,842638,1997-02-14,2002-12-21,25
76214487,952419,2001-09-28,2014-07-04,2
75765408,22562,1986-10-21,1989-01-01,22
71782925,500961,1981-10-25,2014-08-07,10
33663341,276446,2002-04-10,2013-12-13,26
23913481,798154,1978-10-02,2022-06-05,15
21836318,967990,2023-09-09,2024-01-13,15
38830581,209066,1980-05-23,1993-03-30,20
47683189,143899,2007-09-05,2014-11-26,25
9433337,519132,2021-05-17,2023-01-26,34
72785357,761873,2013-06-06,2016-12-26,31
22983933,387657,1978-03-10,1999-08-28,2
69364321,354379,1994-09-10,2005-07-13,16
41696898,43671,2002-05-25,2015-08-03,2
49029268,458266,2013-11-30,2016-10-13,8
35120686,502949,1979-05-24,2020-05-27,31
46835813,447663,1973-04-10,2021-11-05,21
22583388,87106,1973-12-24,1992-11-22,27
49190647,638159,2005-01-20,2009-03-02,28
32689556,453479,2012-05-31,2020-02-04,20
60886994,694030,1972-12-16,1988-03-25,21
528063,316418,2019-02-01,2022-03-29,18
71076924,921789,2013-05-03,2020-02-23,30
87788688,116266,2015-08-04,2019-05-28,31
73681228,185243,1976-11-27,2020-06-05,10
801217,435805,1970-08-31,1981-09-02,16
41879964,182641,1970-02-23,2007-10-18,35
18277071,878208,1991-08-13,2008-04-11,23
46667588,937532,2008-11-04,2019-08-30,10
83639073,108097,1992-12-05,2002-07-25,21
58645151,729892,2012-01-21,2015-02-09,18
49584914,705026,2008-06-03,2011-02-12,1
86415169,524626,2022-09-06,2023-10-01,34
51921375,230309,1998-03-24,1999-02-21,36
8948848,318828,2023-12-17,2024-05-04,19
66398906,877451,1979-03-23,2000-11-29,27
5881863,226333,2011-06-28,2015-04-13,25
16115776,825407,1997-06-05,2013-10-31,15
52966423,422794,2006-02-08,2015-05-18,17
85307588,736227,2011-01-18,2023-07-26,15
19744486,139425,1974-02-05,1991-04-10,33
56496033,471158,1988-02-01,1992-04-13,33
14632643,427474,2021-05-28,2022-10-06,33
81275227,724559,2004-09-14,2007-07-13,28
71590764,616643,1991-09-02,1993-11-16,15
16319888,339400,1997-12-25,2006-11-04,32
51130913,368208,1996-10-06,2014-05-26,14
90518786,894925,1975-07-18,2004-10-29,7
54408598,417179,2017-04-19,2024-06-10,19
51602709,701059,2005-11-29,2016-11-30,6
70399884,867172,1984-11-04,1992-06-04,1
58098857,74121,2005-09-11,2010-05-08,17
13980810,540495,2021-05-16,2023-05-27,12
5804646,658740,1975-12-15,1983-11-17,2
65887097,83189,1978-03-02,1988-11-08,40
29373059,197728,1987-08-26,1994-04-26,9
18821666,179249,1989-10-27,2017-07-25,40
41274540,805325,1980-09-25,2012-12-25,35
79806194,226985,1994-02-07,2007-07-03,30
8643225,598403,2017-11-15,2023-07-24,21
74726761,870837,2022-09-08,2023-12-04,29
67565301,524823,1975-09-01,2003-01-22,2
51353719,491724,1991-12-30,1998-07-25,23
60460902,588720,2010-01-10,2019-03-21,30
35086990,432832,2017-03-31,2018-11-13,11
98796050,745882,2001-01-07,2013-03-21,40
81864608,153975,1970-08-23,2020-10-11,9
47823984,860897,1997-03-14,2007-12-27,8
64913660,967380,1978-02-22,1998-02-11,35
26841002,180851,2020-11-16,2023-12-10,29
57988678,333313,1990-06-10,2007-03-13,32
56673944,369314,2023-04-14,2023-11-03,24
59697145,182181,1993-05-22,1998-05-07,1
13335755,183139,2018-09-27,2019-03-30,29
89134846,395333,2015-07-28,2018-07-06,17
56673944,50097,2009-01-10,2017-12-01,4
55372433,255568,2008-06-14,2022-06-15,8
23239322,160205,1988-11-10,1991-07-14,27
13264923,476081,2009-10-27,2018-01-28,23
1985111,423851,2023-06-21,2023-07-20,9
54539230,484113,1987-08-11,2020-09-19,38
46743318,298853,2020-12-24,2022-10-14,3
86868071,84012,1981-08-06,2020-09-02,20
59482013,466514,2012-01-18,2021-12-20,14
84012290,592047,1979-11-27,2024-03-28,6
4875766,131208,1990-09-02,1992-05-19,15
14982852,190563,1971-01-24,2010-10-13,38
24147524,596489,2018-07-01,2024-04-20,2
56522780,509949,1993-06-21,1998-08-24,39
78845359,267738,1981-04-21,2000-01-13,8
10912986,243215,1999-03-01,1999-09-20,33
91306129,131235,1991-07-22,2019-05-29,13
36498223,791695,1972-08-31,1972-10-08,16
28227799,927310,1977-09-23,1991-06-18,32
53282892,271133,1991-01-30,1993-06-21,19
73667868,790855,1977-01-10,2010-01-27,3
58775358,672233,2006-02-16,2022-01-11,12
56046341,566775,1978-04-13,1985-03-16,5
70535909,812614,1981-10-22,1983-08-03,21
6959038,475658,1977-11-16,1987-12-12,27
49747319,171115,1972-01-04,2004-03-11,30
121020,416331,2013-12-22,2022-06-18,6
6980767,765459,2021-03-10,2023-03-01,1
63953493,428853,1986-07-17,2002-11-05,15
69689438,268814,2006-08-03,2021-02-28,23
58177921,620816,1978-09-04,2000-10-23,14
64561398,43505,1990-05-22,2006-02-05,40
31309973,215943,2022-11-11,2024-07-06,32
38047266,44088,1990-12-17,1995-06-11,22
73367599,735453,1999-06-10,2018-07-17,37
57575518,777322,2007-09-06,2010-08-13,36
8113572,471069,2016-07-11,2019-02-18,30
86320951,806424,2010-05-12,2012-02-18,33
49700259,930006,2009-03-12,2023-06-19,3
66554451,785936,1986-08-28,2007-05-07,14
17985677,533975,2005-10-14,2024-03-14,27
26791461,315728,2003-12-12,2009-02-15,31
23714302,305886,2016-11-02,2023-01-09,31
13272584,969158,1986-09-08,2006-01-14,33
49062932,897731,1972-08-08,2014-10-03,21
33601282,589567,2018-10-19,2021-07-27,3
50191308,941749,2011-02-14,2013-05-24,37
61736025,80659,1981-11-05,2012-01-19,36
7228354,504644,1996-07-11,2020-05-03,6
11935487,581211,2002-10-04,2019-01-11,4
9826347,776083,1975-03-27,2006-11-08,2
52782548,575341,1993-03-20,2020-09-27,40
36240392,439695,2009-11-24,2019-07-24,23
23533579,89058,1995-08-15,2004-03-01,20
21071361,363685,2010-07-25,2022-05-23,5
6270751,417902,2019-05-28,2020-12-05,34
56589657,714855,1978-05-02,2008-04-30,3
20868367,940927,1995-05-21,2001-07-26,15
57255793,389575,2006-04-01,2022-10-25,38
87272694,554102,1986-10-12,2024-02-07,24
85854264,257962,1998-07-15,1999-01-26,18
11305105,413186,1980-11-05,1991-10-07,27
31554172,87031,1973-08-26,1997-10-23,10
96390106,141118,2002-12-11,2022-08-08,20
74261930,701500,2016-09-06,2018-10-15,5
16281859,793609,1992-02-20,2000-03-09,23
21416312,123918,2000-06-05,2001-04-03,6
96556531,916024,2002-01-20,2018-09-10,32
62228472,864665,1973-12-20,2000-02-22,7
25128290,413417,1986-04-02,2004-12-01,30
9089885,769774,1999-06-22,2014-07-30,2
39260156,740734,2013-12-30,2021-11-05,9
93596919,665089,1997-07-21,2012-10-16,1
72860218,166748,1989-12-11,2003-04-10,8
87574943,242185,2007-03-12,2012-04-28,28
61894435,316293,1978-12-26,1983-12-25,18
72866527,136957,1978-01-28,2021-10-06,9
47383572,23980,1996-01-23,2020-02-12,8
39415282,203864,2023-06-03,2024-03-23,11
73419736,35645,2014-11-29,2020-12-22,31
94627846,578350,2006-05-25,2019-08-08,19
77632517,131257,2016-05-30,2019-12-24,20
18011869,570792,2007-01-01,2024-03-19,22
68827274,342620,1999-03-18,2005-06-16,33
33277749,561085,2023-03-05,2023-03-07,16
21970393,328734,1981-01-27,1997-09-29,40
68251157,355387,1975-03-29,1977-04-25,8
54747052,747649,2021-12-04,2023-02-21,19
91588257,888744,2014-12-11,2020-06-19,34
45548806,112297,1979-03-09,2021-10-25,10
26220108,455813,2009-09-04,2018-01-16,22
96311382,131784,2017-12-14,2018-12-18,19
3115257,389575,2020-05-14,2022-08-02,2
39526665,13577,2004-03-26,2007-04-08,13
79686698,187607,2010-07-31,2016-04-11,15
50515036,78609,1972-12-03,1985-09-05,38
2689620,654562,1986-12-15,2000-10-17,19
86358013,678361,1978-02-28,2022-03-10,5
63145777,124824,1972-02-05,2021-11-18,39
49625934,651057,2001-02-11,2012-02-20,12
10142354,182874,1984-11-13,2010-09-24,38
84774099,70807,1970-06-23,2002-09-24,16
16112954,513829,2002-09-12,2021-09-28,36
41437868,95205,1997-08-26,2022-06-12,40
12782441,371514,1983-10-22,1986-06-25,38
89919334,553425,2017-12-18,2018-02-10,15
22011320,725545,2021-12-20,2022-12-11,16
93762087,662408,1974-08-13,2020-09-17,31
89101921,808485,1971-10-17,1995-06-14,32
45580710,81403,1987-11-30,2010-03-14,27
35453427,837397,1970-04-01,2020-05-26,7
94056964,975113,1976-08-01,1993-07-06,13
46967626,808665,1991-08-07,2014-03-23,16
52021703,226896,1989-09-28,2009-02-07,30
50794167,459193,1991-06-26,2018-07-05,7
80208368,118893,1970-04-21,1991-02-08,16
55670860,898537,2022-05-21,2022-11-01,30
6007703,412671,1998-10-25,2000-05-09,3
83687845,615447,2019-06-17,2021-03-15,14
14268710,405467,1991-11-10,2002-07-17,23
98742352,622092,1987-08-04,1994-06-14,39
42065138,653847,2014-01-04,2023-04-14,4
46801105,398090,1997-08-28,2010-09-03,30
43510833,993543,1973-11-26,1992-04-27,9
16313723,597883,2003-01-18,2020-11-04,34
17793502,622062,1985-12-09,1995-03-31,23
11694877,266404,2017-03-10,2017-04-06,21
92420047,10870,1979-02-06,2000-11-18,24
54857707,400375,2017-09-25,2024-03-11,37
59370367,653075,1974-09-03,1984-12-24,12
59427815,168830,2015-12-28,2018-02-25,3
30815046,863954,2009-10-01,2016-07-19,25
64626902,93295,2000-02-02,2008-01-06,11
18303007,266565,1998-03-19,2023-08-21,9
81511940,434030,1988-06-25,2016-01-24,25
63546886,134479,1991-03-14,2018-08-16,10
34552292,22288,1975-01-21,2003-09-01,13
26651270,232338,2017-01-16,2017-06-15,32
86083556,513301,2003-03-20,2015-10-17,17
16291921,377817,1972-04-15,2018-03-21,17
68772040,512021,1997-08-10,2017-09-23,7
28279528,813714,2023-01-17,2023-04-26,14
12696454,66858,2012-04-13,2020-03-16,39
7752327,908089,2004-09-25,2009-02-12,15
12336989,242569,2007-06-17,2017-07-24,5
30899076,639867,2009-02-06,2012-09-13,23
13700818,215375,2016-12-09,2024-02-24,21
8193772,160861,1983-05-22,2015-12-05,5
4623113,168020,1985-08-24,2023-08-06,27
96587526,774047,2006-11-06,2019-05-16,3
43483644,461941,1983-09-07,1990-02-09,7
5595051,877843,1997-10-25,2012-07-08,20
98206096,180504,1988-04-14,2013-01-08,39
85839733,778428,1991-12-18,2015-11-07,24
23285325,733311,1975-04-04,1998-11-28,7
12218662,577455,2008-10-12,2010-01-01,39
33027876,178742,2020-06-02,2020-09-27,27
31732480,649474,1993-11-16,2011-05-03,29
78424118,296100,1982-11-08,2018-10-26,27
60407879,374799,1970-12-01,1993-01-22,31
52090349,717588,1980-11-22,1993-08-19,12
76274463,585362,1986-06-21,1992-07-28,34
16875376,714955,1975-12-24,2002-01-27,4
29692221,211534,2018-04-21,2020-06-21,22
6052880,217743,1985-05-18,2008-02-09,34
11164562,588765,1999-08-12,2007-01-11,6
96307824,404979,1973-08-13,1982-05-07,12
63628645,979149,1978-05-29,2013-06-26,28
51494972,643082,1983-07-30,2003-10-18,14
40648320,304951,2017-11-03,2022-07-08,38
97121496,90896,1991-10-21,2002-05-08,11
7889137,364305,2022-01-25,2022-07-11,20
77984529,739118,2021-05-05,2023-09-14,19
64567793,210003,2012-07-12,2023-06-21,37
69835206,662018,2005-03-18,2017-02-12,19
92584759,525849,2002-10-19,2008-01-25,35
58069538,522493,1989-11-27,1997-07-10,8
93744210,326483,1974-07-21,1992-04-26,34
91041334,709392,2020-09-05,2021-09-18,30
30964847,8435,2017-01-14,2018-05-29,8
50271983,498944,1980-06-11,2012-10-18,16
64644185,303810,1994-11-08,1995-08-16,39
68539121,919311,1971-02-17,2022-06-04,8
72735659,628352,1989-07-23,2007-06-19,27
91541158,537338,2012-12-21,2013-12-21,4
83657220,702737,2020-07-28,2021-04-19,29
95114301,561793,1979-03-03,1986-02-17,28
9907031,636495,1997-12-11,2011-01-10,14
90496712,96908,1975-02-24,2007-12-18,21
99934917,825742,2015-08-03,2022-10-18,26
73782309,305303,1988-02-03,2017-04-13,10
58964590,505430,1987-01-05,2017-08-06,39
68395861,505430,2021-05-22,2022-06-18,39
61896392,679592,1994-11-11,2003-11-11,29
12848072,694741,1985-01-08,2001-12-26,34
16569032,465161,1996-08-22,2014-06-30,29
16372211,134720,2017-10-16,2021-06-16,20
69570659,464648,2001-05-03,2007-01-13,8
4875766,3686,1986-11-12,1987-02-16,8
6951835,899304,1974-06-09,1991-01-03,16
60289654,453479,2019-11-01,2019-12-12,25
84452785,897482,1983-07-26,2021-09-08,27
11382379,545619,2000-12-08,2012-10-07,1
15237118,279233,1995-06-30,2020-04-18,33
3367194,77929,1990-09-03,1993-06-18,20
1502447,268762,1984-10-08,1984-11-26,8
16181634,646335,1991-01-22,2016-07-05,16
91939599,60458,2011-08-08,2020-05-04,38
41872304,971434,2005-05-14,2021-10-31,8
64465773,136966,2019-07-19,2023-02-14,3
96549828,107439,2023-09-25,2023-09-26,36
50840348,469739,2005-04-10,2017-08-20,25
93841230,105314,2008-02-23,2024-04-04,35
9536128,590305,1999-07-20,2011-07-19,15
12203516,437237,1985-02-19,1999-11-22,20
27547375,670023,1993-04-19,2020-04-19,5
14268683,931165,2009-01-30,2022-07-01,19
17194796,876277,1974-06-29,1975-04-25,10
14362149,88643,1997-08-06,2021-12-01,25
75908733,893065,1984-06-23,2016-03-29,24
7955196,844337,2013-04-02,2015-08-25,10
92048651,946290,2019-05-09,2023-03-05,38
11008903,713322,1970-09-03,1981-04-05,19
9449259,826809,1986-09-11,2005-06-10,27
95436595,235717,2011-09-12,2017-01-24,29
83441943,779940,1995-05-25,2006-02-25,25
89491174,469264,2022-01-25,2022-05-05,33
24013572,161042,1987-07-02,2003-12-22,37
40373625,939903,2023-06-19,2023-11-25,31
94483284,24573,2017-02-10,2020-11-22,1
47575234,808407,1974-12-18,2006-03-01,23
29653522,745119,1970-01-11,2010-10-02,37
49221280,30697,2008-04-20,2019-09-23,35
22572531,736599,1988-01-18,1996-03-21,40
97258055,43997,1988-12-20,2021-11-07,33
91850531,312926,2008-01-25,2015-03-25,29
98896343,356838,2004-02-25,2015-11-21,25
34179259,660646,1973-08-05,1994-10-28,14
36155448,146169,1989-08-23,2017-01-18,35
90100158,482558,1994-01-05,2019-03-27,34
30505248,230890,1970-04-05,1984-01-18,34
93383087,366778,2014-10-31,2022-05-11,5
60501990,294815,1972-02-01,1988-06-07,9
97945151,982645,1998-12-20,2011-12-25,33
62465765,831497,1988-01-06,1988-01-19,39
41009850,230780,2021-12-24,2022-11-22,38
62366751,666857,1974-08-16,1982-12-28,14
61134277,507625,1986-03-17,1992-12-14,9
70136464,287474,2005-06-10,2010-05-07,2
20129759,835392,2023-11-14,2024-01-09,14
56280102,610426,1996-08-18,2003-10-24,30
96611487,764016,1974-05-30,2005-08-13,18
63448843,470293,1990-10-30,2016-05-24,1
88468841,812111,2019-12-01,2022-03-31,16
71914617,822153,1974-03-03,1984-05-15,11
23075539,352191,2008-08-10,2022-04-06,4
3382540,568707,2010-02-16,2018-07-08,23
93248445,803643,1995-06-27,2000-11-17,20
4540448,55997,1976-12-16,2023-10-13,12
64480585,189362,2022-11-26,2024-05-04,14
49998037,512161,2008-01-23,2017-12-10,29
11849904,563316,1993-03-17,2002-06-04,2
3749820,548653,1987-03-10,1987-07-26,8
29687081,384002,1991-08-01,2012-11-03,1
65265236,587625,2024-03-12,2024-06-15,39
19349873,897482,2018-11-06,2019-11-15,6
31336445,446801,1987-03-18,1988-06-06,21
11361446,842984,1972-01-11,1981-06-15,35
13721115,689266,2009-06-03,2016-07-18,26
96895549,201877,2020-07-24,2023-02-17,19
45982535,682204,2006-01-16,2008-05-11,17
8195420,431051,2001-03-18,2007-11-26,11
41919037,390519,1979-02-28,2012-07-29,3
8526813,216826,1994-08-03,2001-09-02,18
40008954,752106,2010-12-28,2013-12-05,21
61735513,960636,2004-07-10,2015-08-12,23
32014039,679751,2018-06-19,2024-01-17,19
92858571,546056,1982-08-11,1984-01-16,10
79774484,291230,1981-12-24,2004-08-21,31
3845317,13662,2020-12-28,2022-08-02,4
4636712,803724,1972-05-30,2019-04-24,16
24418114,422275,2002-04-20,2015-01-01,32
63190177,485006,2014-05-20,2021-07-16,11
96689051,342574,1987-05-06,2013-01-08,40
21872033,104079,2023-09-26,2024-05-23,23
34658191,249356,1981-04-27,1982-07-12,25
61912638,706117,2016-03-31,2020-01-15,21
52764903,978435,1978-06-28,1993-09-13,2
41869750,889755,2004-07-27,2005-08-08,8
29796992,637788,1973-06-01,1979-05-27,11
5459274,258443,2011-05-03,2011-07-16,21
32953828,754246,1997-02-13,1999-06-05,25
95758401,311521,2015-02-14,2022-03-13,38
83040079,920286,2013-12-07,2020-11-09,20
82474015,25374,2013-08-06,2018-04-30,19
7153871,30506,2016-12-16,2019-05-16,15
10354671,395478,2016-03-13,2019-08-25,23
78646277,143308,1988-06-17,2014-05-12,22
41332028,409409,1979-09-29,1996-01-14,32
72309202,426350,2019-02-13,2021-08-01,40
58264367,499409,2009-09-16,2016-08-16,21
