investigacion,area_principal,categoria,institucion
647817,southern,see,1449440712561
325338,ask,available,7746770889244
431683,most,today,5350058030919
412982,recent,program,6288339198100
785557,another,agreement,4052437887691
736239,once,indicate,5922750322679
340884,discover,guess,1606209450258
87607,blood,science,4136694040862
962879,material,eight,7985046967948
90005,some,watch,7652000830416
286885,find,bed,6801288247674
406083,magazine,billion,3716265020003
488392,also,government,8730898123858
426699,water,money,8485870667502
921473,education,concern,5637473077059
624792,company,program,7996064562490
48167,quality,join,23831924917
901727,role,action,8309545762201
719492,then,discuss,4654930479379
380185,prepare,environmental,7214168144229
174761,tend,wrong,1314244753521
451863,western,customer,8725771953805
701064,game,different,49319180358
163067,capital,manage,3175409802731
962116,sport,form,5399260497169
132471,successful,society,7903992402794
700213,rest,ok,8423865774106
482025,notice,that,3307101843012
101759,eye,few,6135646700012
545466,again,director,8392893122866
8113,board,such,2260148048965
978860,response,community,5370877538899
227645,financial,important,7836935678840
354918,me,race,8078977964876
886842,senior,speech,190648309564
818992,wait,reality,2949066587675
47276,dog,he,4602317228645
739670,with,pressure,5768488431554
114293,about,base,5968994450421
311945,whose,individual,4521101200785
973193,money,morning,3942594584470
75237,believe,item,3440733242458
28389,speak,color,2651410189987
331288,adult,try,7288949913864
847927,value,himself,3615731686540
518368,among,likely,6238786624134
923939,indeed,treatment,2885723462452
889288,hope,important,2395106170747
20027,try,nation,1633297652269
231064,step,mind,4706830698025
572911,worker,area,1890446460688
464727,sister,how,116235442340
365545,hope,take,6493959032022
629465,financial,this,7316101913903
458526,sing,figure,960977372688
850207,recognize,capital,1346245832904
192125,Democrat,east,4297784037296
349537,build,throw,8967373351809
727482,design,professional,7228854521041
691721,move,list,1626919332087
70415,nature,activity,4863640555295
151241,wind,important,2923673638598
616430,interesting,study,5870254757079
167718,idea,continue,1886443490492
100090,large,pick,9486460605790
973067,since,them,2220820802717
568275,response,baby,6697182042361
887505,share,page,9907891521448
202155,at,since,5843942784073
227573,lawyer,health,2230125025650
634934,travel,size,3110738256556
930772,hotel,something,7764489134930
160945,into,half,3711400476131
801926,military,let,6171651289189
951216,truth,white,8389113266032
69215,gas,former,1735584671187
797522,perform,in,9997325227477
708180,bed,environment,8290594711045
739737,physical,total,8064552418589
931029,none,her,416117677648
291751,cover,later,5543906275083
232164,another,likely,9238850801989
698130,tend,safe,7153828072810
112267,without,collection,1515459302113
563792,grow,individual,8426767827694
832736,reveal,fine,3565114300917
390158,dog,last,4765568445052
68678,upon,discuss,8223687187531
375689,sister,discuss,240075812032
872915,size,I,4800948924476
752985,nor,director,2494496841021
123178,military,pressure,6922229216224
342087,kid,party,12791506456
677967,owner,candidate,2697944456109
940637,hospital,indicate,2062372899900
662273,unit,white,7127369865875
792037,as,cup,7535490687394
898102,international,visit,6525877712922
926320,tree,not,8212246864885
578368,picture,nor,1344533130344
452522,call,describe,3606427150241
152693,week,land,5358533279745
297939,the,like,9039834297523
343581,guy,white,443414776385
701975,threat,seat,3311166454619
303750,better,line,9258105588508
562759,husband,child,4006712892060
424458,decade,each,2726548568368
222307,agency,side,4666972469238
96494,adult,she,1651684579857
323072,quite,very,5926201882140
108152,outside,institution,4768694460681
202705,ago,person,6383096054521
914802,become,address,9465105222556
742535,good,one,6455080909773
713377,worry,full,8756157240291
302468,professor,ago,625179432275
102042,attack,success,2358365934079
971392,stand,beyond,9355652790863
809768,debate,cold,7767342147531
539380,any,happy,7153248127769
11464,method,source,9551283850158
662161,total,get,3776631691354
239003,write,fly,8290988572221
355268,pull,serious,9208915495647
76314,civil,traditional,2575152706714
370478,despite,close,4788114206722
175503,play,network,131418819002
639189,child,stop,4474237680165
369783,take,cell,804326152976
502896,fill,hope,2727342501503
730220,dog,summer,1557387347457
584304,many,certain,8664273970047
937361,radio,son,9347463171153
424693,on,probably,1434064889284
470643,despite,education,780865170792
631363,dark,partner,6542204556055
960230,sometimes,blue,6640021725086
639867,street,set,3168527574484
524278,race,fish,9343571610468
637588,you,goal,5470769375916
735431,economic,turn,8364865684095
118200,difficult,beautiful,904687264264
274291,it,hundred,3119632805627
792537,style,staff,8484752723273
495716,surface,million,1400030035991
437903,indeed,season,8731835355627
234507,will,police,5595498762353
568967,case,doctor,5610599699369
614960,bad,treat,7385181416101
3781,explain,become,1769778393358
22288,grow,win,5533442636361
828420,star,experience,6000367823769
937214,chance,rest,7366007364248
795004,forward,skin,9732198516696
94286,occur,suffer,7274126622082
520594,along,reduce,8212246864885
241279,be,me,1228638319370
504980,area,travel,918387698078
754857,official,cut,6715174241864
955567,crime,those,9854314196199
878923,available,government,9802914342139
483716,chance,item,5606433157401
868045,opportunity,democratic,2789624530348
711837,rock,case,6750131138435
539004,trade,sell,5158418960684
997617,choice,full,728018384686
120055,evidence,real,7848683175523
415423,scientist,mother,1728311440054
718550,choose,game,8646173055284
560411,old,hospital,7736206923717
39585,community,radio,8497149890353
893338,end,especially,1196361065683
936275,station,someone,8217195170850
672264,color,somebody,7418392330471
961922,form,international,8738626064335
650481,whatever,worker,3623599865675
485704,box,company,3183658639058
971170,parent,bill,1845513034993
929045,lot,early,2924917063273
35482,get,run,57853583368
741952,part,buy,9750255171569
69542,true,herself,6712547384214
437577,tonight,view,9568277005965
519132,ok,best,7462374945369
840865,important,according,4714641335980
319086,father,land,9572845119442
980252,adult,pass,6645393807577
762200,section,avoid,7683015282822
941571,hour,candidate,1272903164616
597982,cold,whose,8062668030622
465670,science,capital,4608436791729
979759,probably,officer,2440822169286
155385,second,wind,5679237402635
140081,which,shoulder,1128359332783
910717,order,edge,8670554545284
677435,will,mind,8252261044452
414260,treat,fish,7728475779298
490852,PM,before,2702397971361
817802,life,save,3172985873488
720984,unit,husband,4093958720279
685638,camera,too,9086574020212
736019,and,me,4275043085215
444178,bank,wall,1345757500479
619248,necessary,responsibility,7081604273056
809477,candidate,push,7665759088157
614922,five,must,3182203501045
226209,well,about,7417188072747
255843,hear,lead,9394798832081
122843,budget,brother,8793280130167
724021,campaign,drop,9197361028216
644331,according,consider,3150066349178
214857,dog,chance,2733844319794
110667,charge,participant,6952124028156
568624,political,certainly,6571259829433
627993,present,nice,7562048609156
432387,model,person,5920058016876
556562,so,yes,3035971036649
634698,pull,ground,9875996742136
992345,station,her,77953279095
235612,option,she,9279452035093
960815,catch,book,3377206936710
892650,scene,beyond,9411959507765
310803,better,outside,9350588628512
446363,discover,age,9681426508363
530691,itself,ten,8312945124279
375353,bring,card,2103405649777
542063,population,somebody,5850268020827
650727,place,manage,3374407313070
667448,sea,score,5451689567997
408891,stuff,modern,8926259241361
455296,even,much,1150660842635
437237,food,she,8920225612766
2246,ground,last,5901467512999
117262,American,sit,4675894161355
603750,believe,message,1442594060876
650064,can,modern,8895302356191
65064,serve,born,3523934637117
26115,change,because,3756304370524
904531,yet,month,9989472774950
741549,fill,customer,444809904075
889256,decision,course,9156173549811
828081,method,black,43948476077
442078,develop,pick,1307813518468
897699,leave,ahead,8450358610726
646261,whom,onto,9776185065722
545762,woman,decade,1393360823124
731485,rest,spring,40122927244
271858,east,environmental,3074391745279
501610,late,training,7237783011979
288909,six,always,9343743532502
214734,upon,activity,9776096540722
397579,everything,leg,5842354273464
542442,mission,protect,7292599398112
992648,economic,hundred,1537890085811
147771,civil,hundred,1176083225610
931472,project,worry,7517400485037
519239,past,will,1314758542938
317633,food,head,7972815119806
44178,sea,on,4325170455047
995423,effect,however,7363566375056
906314,national,network,3435610313605
57035,black,factor,728086049622
179255,plan,modern,9602550584334
480010,rate,deep,7333330985259
954454,make,again,7209472890306
91494,way,information,7156326462838
58944,recently,everything,6760017051750
901879,think,car,2615739312809
530654,traditional,computer,3790422466889
649448,process,follow,9207473703070
550685,beautiful,office,4844949886411
611149,admit,size,9540764475148
845581,wrong,bank,5766808176720
602366,try,none,2107998191172
922221,important,particularly,5673622522050
887442,hotel,customer,1976857243580
12638,between,stand,5836399757843
909872,ground,prepare,7442651053397
100953,two,among,9035920302740
665089,opportunity,professor,6424638987286
55739,general,experience,5630850873856
116300,common,phone,85240168624
521623,everyone,our,9657779875338
792790,apply,toward,4694398884596
172500,level,up,3298214612279
273683,win,raise,2938324227196
381494,board,increase,9531030992263
476189,left,glass,2005626738338
634816,finally,feeling,6285374045412
662443,democratic,its,1558623576736
318841,war,natural,7832579933723
698106,support,know,4184621832581
889755,win,station,8569358238254
412111,number,another,2206799320777
921957,blue,policy,7930014321902
968208,country,become,6129139280141
197620,prevent,notice,6539303577333
874072,view,yes,7902940824007
905373,see,yeah,5074424059613
949442,success,adult,3417258202838
681893,upon,sing,8792728498481
210107,adult,tough,4536422345102
379245,cause,their,5759707107154
683912,response,issue,8999819504744
125933,bank,college,9293344411844
432634,after,fly,4082950867586
819572,few,growth,808888844412
399548,represent,hard,3723468730117
789333,imagine,man,3696054761688
565060,thing,feel,2167719322970
