cuit,ActividadPrincipal,tipo
4098624505735,Lexicographer,SRL
6499241772719,Theatre stage manager,SRL
3787382361951,Company secretary,SRL
1774404144295,Public affairs consultant,SA
5208027322945,Production manager,SA
5646496287266,Associate Professor,SA
7635907135402,"Restaurant manager, fast food",SRL
3551220184519,IT sales professional,SRL
4318353075400,Careers adviser,SRL
4831486644228,Public affairs consultant,SAS
4439617458660,Sports administrator,SRL
3002971311452,Logistics and distribution manager,SAS
3576718986225,"Engineer, water",SA
3434268063466,Film/video editor,SAS
6312815600200,"Doctor, general practice",SAS
1610061678847,Data processing manager,SRL
7418392330471,"Librarian, public",SAS
1237724253691,Conference centre manager,SA
8957568067550,"Surveyor, commercial/residential",SA
1958984191016,"Administrator, charities/voluntary organisations",SAS
6772567759809,Art therapist,SRL
8500525395000,Nutritional therapist,SRL
3261712927331,"Engineer, land",SAS
4713624005066,Occupational therapist,SRL
4968312909640,"Nurse, adult",SRL
7397153553753,Food technologist,SA
7049273917876,Land/geomatics surveyor,SAS
6543141224929,Financial manager,SAS
5119736818009,"Lecturer, further education",SA
2362712788451,"Biochemist, clinical",SA
4563180560971,Forest/woodland manager,SRL
2088827612217,"Geneticist, molecular",SRL
9918042682170,Dealer,SAS
6818810037114,Cartographer,SA
900572292580,Customer service manager,SA
5085201982847,Risk manager,SA
8967373351809,IT consultant,SRL
298282050151,Seismic interpreter,SAS
2088827612217,Warehouse manager,SAS
6416793557936,"Therapist, speech and language",SAS
5975728502278,"Pharmacist, community",SA
4151617074065,"Therapist, drama",SA
8931104607931,Chief Operating Officer,SRL
1984826848821,Dispensing optician,SAS
8862138511025,Advertising art director,SAS
6388923472137,Sports coach,SAS
7039421572958,Building control surveyor,SAS
469377889313,Armed forces technical officer,SRL
571836588636,Camera operator,SAS
1863402684340,Clinical biochemist,SA
1945626784479,Health promotion specialist,SA
900988928248,Control and instrumentation engineer,SA
1614147898663,"Conservator, furniture",SAS
1963408725717,Prison officer,SA
5470769375916,"Designer, ceramics/pottery",SAS
7188826555947,Ophthalmologist,SA
7739220742425,Financial controller,SAS
2417617529205,Landscape architect,SRL
8123090386586,Legal executive,SA
4576084466457,Fisheries officer,SRL
6542565206993,"Psychologist, clinical",SA
3466270219808,Barrister,SA
9588276668270,Forest/woodland manager,SA
9826919084617,Ship broker,SAS
3518036551441,Systems analyst,SRL
6206858777407,Engineering geologist,SRL
2668440118536,Actor,SAS
1922051359009,Set designer,SRL
7021758102636,Meteorologist,SAS
6898611236963,"Teacher, early years/pre",SA
9785670913768,"Lecturer, higher education",SAS
9952451842554,Chartered legal executive (England and Wales),SRL
2255353108167,Office manager,SAS
3428344289795,Fish farm manager,SAS
4169090613935,"Designer, multimedia",SA
4849461827346,Paramedic,SAS
4318124005980,"Research officer, trade union",SRL
6264913228587,Armed forces technical officer,SRL
5619147280602,Commissioning editor,SRL
7661498852876,Barrister,SAS
8340152997521,"Geneticist, molecular",SA
4680718168632,Banker,SRL
5948983561686,Adult nurse,SRL
8426601554922,Advertising art director,SAS
4552467756149,Information officer,SRL
2570210774057,Musician,SRL
6235944400010,Senior tax professional/tax inspector,SRL
6407928599800,Soil scientist,SA
5648681923750,Energy manager,SRL
6371522958790,Patent attorney,SA
181997478995,Chartered accountant,SAS
3374407313070,Market researcher,SRL
5451758589136,Personal assistant,SRL
8284043181610,Careers adviser,SA
5198343538826,"Lighting technician, broadcasting/film/video",SAS
7601439072851,Waste management officer,SRL
1031509319252,Statistician,SAS
6289333171838,"Conservator, museum/gallery",SA
3571105651506,"Programmer, systems",SRL
437274304404,"Teacher, early years/pre",SRL
3133687828900,"Editor, film/video",SA
5894060599649,Special effects artist,SRL
7041715621361,"Administrator, education",SAS
9353411220896,"Education officer, community",SAS
8851515381047,Health and safety inspector,SAS
6993587863313,Lobbyist,SRL
1212867739035,Transport planner,SAS
1741876994125,Automotive engineer,SAS
3261712927331,Industrial/product designer,SRL
416117677648,Arboriculturist,SA
2633894261793,"Surveyor, commercial/residential",SA
9198730724798,Phytotherapist,SAS
5087801558214,Advice worker,SA
6320259481036,Gaffer,SA
3918706037034,"Engineer, manufacturing systems",SRL
4778043756895,Public librarian,SRL
157909590911,Marine scientist,SAS
7928841530211,Actor,SRL
8939278867017,Probation officer,SRL
5617572632576,"Engineer, civil (contracting)",SAS
1071697619855,Graphic designer,SA
1125760942685,Historic buildings inspector/conservation officer,SRL
5580596884384,"Pharmacist, hospital",SAS
8439844800258,Graphic designer,SAS
7299024343601,Special effects artist,SA
5115005613831,Armed forces operational officer,SA
4114758957878,"Therapist, horticultural",SAS
2184928920594,Broadcast journalist,SA
9086368561390,Logistics and distribution manager,SRL
7541594067393,Research scientist (physical sciences),SAS
8038219557954,"Engineer, communications",SAS
4343939059399,Recycling officer,SA
229060127575,Historic buildings inspector/conservation officer,SA
3044801756999,Statistician,SA
6229590979886,Nutritional therapist,SRL
8138463933428,Agricultural consultant,SAS
4334789156964,"Administrator, education",SRL
2421798564830,Cartographer,SAS
842718131931,"Therapist, drama",SRL
5002362383932,Occupational hygienist,SRL
2316178152234,"Designer, blown glass/stained glass",SA
6952332831557,Legal executive,SAS
7651799855310,"Geneticist, molecular",SAS
3367827141432,Operational investment banker,SA
4008521057782,Training and development officer,SAS
1436931680649,Lawyer,SAS
5851673299532,Adult guidance worker,SAS
85240168624,Manufacturing engineer,SAS
9384805182459,Environmental manager,SA
6140926837390,Medical secretary,SAS
3887934769394,Prison officer,SA
3563803417076,"Designer, jewellery",SAS
8874186355727,Trade mark attorney,SAS
2760676744158,"Designer, exhibition/display",SA
3117168781273,"Scientist, clinical (histocompatibility and immunogenetics)",SRL
4793236906066,Risk manager,SRL
3377694172288,Nutritional therapist,SAS
9480237462177,"Editor, film/video",SRL
4975902944902,"Runner, broadcasting/film/video",SAS
2431710151973,Personal assistant,SA
8925972835955,"Engineer, maintenance (IT)",SRL
9900258041716,Artist,SA
4314588856638,Colour technologist,SA
7002722056859,Health and safety inspector,SAS
1307703981431,"Merchandiser, retail",SAS
3573708371488,Stage manager,SA
4119119823481,Field seismologist,SA
3434865132394,Water engineer,SAS
8147414561761,Health service manager,SAS
7693839497055,"Scientist, physiological",SAS
8316406712131,Chartered legal executive (England and Wales),SRL
4412941047498,Electronics engineer,SA
3229241081827,Regulatory affairs officer,SA
7674551137719,Midwife,SAS
1042214515485,Air traffic controller,SAS
6160549596419,Volunteer coordinator,SA
294523628892,Art therapist,SA
9443763383594,Geochemist,SRL
1941346655656,"Physicist, medical",SRL
5760340105552,Early years teacher,SA
5314418335323,English as a foreign language teacher,SA
8542320913324,"Conservation officer, nature",SRL
9280765636696,Land/geomatics surveyor,SRL
3901421942320,Museum/gallery conservator,SA
3136069718772,"Designer, graphic",SA
8475440386791,"Scientist, research (maths)",SA
8223297774925,"Embryologist, clinical",SAS
9117556012929,Science writer,SRL
1635978800744,"Administrator, sports",SA
3805142004728,"Engineer, maintenance",SA
7119225568231,Holiday representative,SAS
3369439113294,Chemical engineer,SRL
761447376452,"Surveyor, building",SRL
8597326367201,Estate agent,SRL
3852145907397,Drilling engineer,SAS
7554284542187,Quantity surveyor,SRL
585215573171,Legal executive,SAS
5513025710205,Games developer,SA
4997990126963,"Civil engineer, consulting",SA
5046080938303,Product/process development scientist,SAS
8059959723353,"Designer, multimedia",SRL
2179871489084,Financial trader,SRL
4903118506654,Medical technical officer,SRL
9734035101898,"Nurse, mental health",SRL
477561455002,Glass blower/designer,SAS
3396386966601,Immigration officer,SAS
5202557674367,Food technologist,SAS
3263323200361,"Administrator, charities/voluntary organisations",SAS
1239342469343,"Engineer, production",SAS
1571765798298,"Psychotherapist, child",SA
8115207083107,"Surveyor, commercial/residential",SRL
3540843112288,Electronics engineer,SA
4666743755994,Site engineer,SA
9036297939457,Occupational psychologist,SRL
9644129934190,Psychotherapist,SAS
9135523208487,"Horticulturist, amenity",SAS
8122594641017,Exercise physiologist,SRL
192828706203,Early years teacher,SA
72596318138,Games developer,SAS
3480578260473,"Engineer, electrical",SAS
6792301373873,"Conservator, furniture",SAS
7731323929466,Art gallery manager,SAS
3619766491895,Financial controller,SA
4618596193026,"Engineer, automotive",SRL
5218463368189,Cabin crew,SRL
3785398849816,"Scientist, biomedical",SAS
2290149596685,Industrial/product designer,SA
7632715651365,Charity fundraiser,SAS
8955946092933,Naval architect,SA
8508342171373,Chief Financial Officer,SRL
2231838272390,Museum/gallery conservator,SAS
3988952885348,Building surveyor,SAS
576104220476,"Scientist, research (maths)",SAS
1647424998456,Accounting technician,SA
2437927172929,Sports coach,SRL
1156112305682,Occupational hygienist,SAS
832650175843,Theme park manager,SAS
2034592680618,Radio broadcast assistant,SA
9203080546605,"Radiographer, therapeutic",SA
4481795089731,"Surveyor, hydrographic",SAS
2688862410990,Herpetologist,SRL
5102708344843,Nutritional therapist,SAS
930124576313,Biomedical scientist,SAS
604101210952,Artist,SA
4712334762272,Diagnostic radiographer,SA
7676516917945,Hydrographic surveyor,SAS
2578370143197,Osteopath,SAS
7786856101998,Travel agency manager,SRL
7871408391327,"Scientist, water quality",SRL
3258686422207,Materials engineer,SAS
9753859839708,Estate agent,SRL
2093734100373,Database administrator,SAS
2211445768123,Clothing/textile technologist,SAS
2605558415135,"Surveyor, building control",SA
558765193187,Leisure centre manager,SRL
4913266087648,"Psychologist, sport and exercise",SRL
7690700748822,"Engineer, automotive",SRL
629914438962,Private music teacher,SRL
9121112322061,Insurance account manager,SA
1742109070249,"Doctor, general practice",SAS
8660806484900,Press photographer,SAS
6156827314155,"Education officer, museum",SRL
4856848913693,Archivist,SAS
3160238956184,Education administrator,SA
4388401500804,Multimedia specialist,SRL
353028267609,Public affairs consultant,SAS
3094758953617,Forest/woodland manager,SAS
93089961902,Energy engineer,SRL
7558721035594,Management consultant,SAS
8285328315778,Health and safety adviser,SA
4409584761540,"Doctor, hospital",SRL
1412767044361,Insurance account manager,SA
5448948920768,"Optician, dispensing",SAS
3350350328369,"Designer, jewellery",SAS
8071220973755,Farm manager,SA
3687665455257,Careers information officer,SA
2608285128767,"Scientist, research (physical sciences)",SRL
4667762890189,"Scientist, product/process development",SRL
261610576408,Web designer,SAS
3923433503642,Visual merchandiser,SA
2246782390390,Catering manager,SRL
5300087336453,Medical physicist,SAS
7100430505526,Civil Service administrator,SA
3160238956184,Patent attorney,SAS
8547670058663,"Radiographer, diagnostic",SAS
82543560361,Architect,SRL
2700763069084,Rural practice surveyor,SAS
599923261332,Naval architect,SA
2416244108346,Therapeutic radiographer,SRL
3809632840927,"Editor, magazine features",SAS
2617528411723,"Solicitor, Scotland",SA
8056886616260,Newspaper journalist,SRL
1343908044955,TEFL teacher,SAS
2547613354990,Chief Strategy Officer,SA
7167368172526,Fine artist,SAS
5245695341848,Civil Service administrator,SRL
3923086688356,Television production assistant,SA
8186133224193,Forest/woodland manager,SRL
4243468048951,Secondary school teacher,SAS
3036231947986,"Scientist, clinical (histocompatibility and immunogenetics)",SAS
8197345788381,Hospital doctor,SA
237295245210,Operational researcher,SAS
4189797072328,Trade mark attorney,SA
4636297577947,Government social research officer,SAS
9495312048303,Theme park manager,SRL
7699394815535,Armed forces training and education officer,SA
6471945496664,Haematologist,SAS
7036180213501,Sales promotion account executive,SRL
865938326748,Research scientist (medical),SA
7957667653429,Clothing/textile technologist,SAS
6000367823769,Museum/gallery curator,SRL
4461748546295,Adult guidance worker,SRL
2788471127874,Television/film/video producer,SRL
8147364574096,Health and safety adviser,SAS
8265439306907,"Engineer, manufacturing systems",SA
859390962654,Therapeutic radiographer,SA
2971365318786,Information systems manager,SRL
134323722449,Architectural technologist,SRL
5080095545497,"Designer, exhibition/display",SRL
6053386589063,Air traffic controller,SRL
1739317014845,Homeopath,SRL
8106102511603,Research scientist (physical sciences),SA
958662709924,Industrial buyer,SAS
6957491599943,Corporate treasurer,SAS
4535467477111,Television camera operator,SAS
9876399700316,Proofreader,SRL
197385778028,Travel agency manager,SAS
7817870356898,"Lecturer, further education",SA
2260496351205,Animator,SAS
