desde,hasta,id_actividad_ext,Legajo,dedicación
1997-09-29,1999-11-06,34224737,7836539,30
1981-12-10,1996-07-29,8833779,23454450,34
2020-03-16,2020-05-04,27472969,47205295,31
2016-08-02,2021-05-19,24476447,71326779,22
1984-05-16,1985-10-13,78851617,23868584,21
2019-05-21,2019-06-10,72510753,74342103,6
1995-09-12,2021-11-12,41818588,57616539,9
2010-12-14,2013-03-20,40178473,82782884,1
1973-08-03,2020-08-08,21076072,67850593,40
1990-04-17,1994-07-25,22697783,78752772,24
1982-08-14,1986-08-13,78566085,51858891,32
2007-12-16,2008-08-27,22287668,90156940,14
1982-08-21,1989-07-05,60884634,9598067,36
2019-02-27,2023-03-12,80539147,67068660,34
2015-06-09,2016-06-26,98966056,94107566,38
2009-06-04,2010-05-17,47412604,3052488,23
2014-04-11,2019-03-02,28278667,71786857,40
2005-09-19,2017-06-19,96092291,3094727,14
1999-10-05,2023-01-10,98696335,64864438,40
2014-08-01,2016-07-25,16977963,47750702,1
2023-06-26,2024-05-13,48465643,76760183,1
2012-06-13,2016-12-30,1664921,87242844,22
2012-06-03,2017-07-18,94761013,69101597,39
1995-08-18,2011-01-24,55436092,60452411,32
1973-05-09,2011-12-03,81485723,68981220,40
2003-09-30,2003-11-12,5657942,85687501,40
2020-07-25,2020-09-27,51648621,62598490,37
1985-02-20,1999-08-01,19962881,69479160,2
2002-11-14,2012-03-06,79079648,21765167,1
2010-02-18,2020-06-20,50593079,41114295,11
1989-11-11,2014-01-07,32765118,18679370,11
2013-01-24,2014-08-01,82627394,77491818,36
2023-10-29,2024-01-21,45138490,82379657,15
2016-03-05,2016-10-29,83552231,74013594,5
1976-10-21,2016-07-31,29785056,67124944,12
2021-03-15,2024-04-22,33888950,79474271,29
1972-05-15,1983-10-15,22278208,81273944,33
1973-02-26,2018-11-16,34898038,98107098,33
1994-06-24,2024-05-26,73006868,51736307,7
1978-10-17,1989-01-29,3313602,57665217,6
1977-07-09,2007-05-28,26630042,33958053,1
2018-04-01,2022-09-12,26161213,79511707,38
2002-05-01,2023-10-19,24447516,11030182,13
2023-01-12,2024-05-16,72889807,971892,37
1989-05-26,1989-06-20,98804774,27976111,30
1982-04-16,2007-04-28,1562415,1425292,6
2014-10-20,2020-06-27,10529083,30705369,9
1988-11-22,2003-08-12,80898842,92559730,26
2010-09-14,2015-03-16,40160341,70834547,27
2002-02-13,2015-01-05,37660359,94776190,32
2013-03-15,2013-07-08,38212916,40759953,14
2020-01-13,2020-01-18,24778702,78878220,28
1995-03-12,2009-03-06,84057997,61934735,30
1983-12-11,2016-02-24,40336111,47441427,26
1994-02-16,2009-06-14,45868423,50274269,12
1970-03-11,1972-07-10,60749122,28531623,15
2009-05-30,2022-04-03,78343697,22433840,6
1997-02-07,1998-11-03,51588385,59682542,16
2024-01-27,2024-05-20,18173762,73509041,15
1970-06-07,1977-12-04,14339094,29727715,39
2020-06-30,2020-08-03,1370344,73960695,20
1999-11-25,2001-08-25,78978749,33280240,33
1984-05-16,2003-08-02,16257607,83248599,4
2021-08-31,2023-05-20,87093141,78501636,3
2024-07-01,2024-07-02,66700072,56081702,36
1970-07-14,1971-08-13,41674,15094031,16
1981-10-13,2005-03-09,68068286,64415911,26
1981-12-07,2015-06-11,42202965,4830571,9
1981-12-25,2014-10-14,21576709,31921311,15
1987-08-18,1999-05-06,71804032,92138923,7
1992-02-29,1997-02-12,10690668,8477508,2
2019-01-09,2024-04-13,27618643,88873550,27
2010-07-30,2018-05-23,11046286,87576453,22
1982-05-04,1995-10-24,95009381,50245892,17
1993-12-11,2021-12-09,25675772,8262980,33
2004-03-27,2016-04-06,5774060,94769904,29
1998-02-24,2013-02-15,26204657,66497124,13
1990-01-14,2000-03-11,3792365,2092237,28
2010-11-07,2012-05-29,76871928,94220497,18
1995-11-25,2008-08-18,29970631,92727769,25
2005-07-31,2019-01-07,7576272,8092316,33
2022-02-03,2022-05-07,83237297,17252946,4
2021-12-18,2023-09-14,66763364,54986748,19
1975-03-22,2014-04-18,52719862,24313566,20
2019-12-02,2022-03-13,95110152,21615632,1
2003-01-26,2007-08-19,84239573,97908409,32
2008-10-05,2010-12-09,13673858,91415846,31
1987-11-27,1988-10-13,4923344,84079047,16
1976-06-30,1993-03-03,31014653,59879355,13
2020-08-02,2023-03-29,10106122,87278984,38
2019-05-28,2023-01-22,66975947,68986321,3
2017-08-23,2020-01-18,63763750,54207716,11
1977-08-30,1997-09-14,63220852,9605382,14
2008-10-04,2017-01-26,84673240,32406592,25
1987-06-30,1992-05-18,49679247,32366082,14
2011-07-07,2018-02-18,39400808,20801221,16
1993-06-07,2003-12-19,37862912,17442675,15
1977-08-11,2001-10-25,29212291,49322893,18
2011-09-21,2016-09-07,43980071,78230701,26
2013-10-18,2016-07-08,62103327,59611123,5
2008-05-23,2017-05-26,95964832,893691,18
2004-05-14,2004-08-09,495142,55034672,18
2023-07-01,2023-11-08,71766392,36818634,3
1987-01-21,1995-02-05,13701017,85506901,6
2006-11-22,2007-03-28,74721627,90676244,11
2006-02-25,2009-02-26,51520978,23097601,30
1998-03-13,2018-05-30,99200206,73526121,30
1996-10-14,1998-02-15,95474962,28011814,22
2023-06-11,2024-06-01,77915755,27520688,10
2004-07-09,2020-08-28,83834108,91460183,8
1983-06-23,2015-06-30,29610612,76619335,9
1998-03-10,2015-02-12,49857810,89371247,16
2001-03-05,2006-12-06,95481582,62834331,18
1976-06-20,1999-09-07,5271179,7218539,26
2022-01-07,2022-04-03,99504663,84343960,16
1979-07-05,2006-03-09,47708660,66589898,21
1982-06-10,1985-07-25,53006577,32731457,11
2002-07-25,2018-11-18,60788181,1461938,31
1972-12-13,2024-03-10,22457319,92952864,32
2013-10-14,2014-06-29,482180,97302129,40
1972-07-20,1997-12-16,18620270,31481637,2
2018-08-14,2022-06-11,31794646,61145896,21
2017-12-17,2023-06-11,97092937,96902061,23
1975-02-17,2008-05-05,30383071,38991442,16
1997-01-23,2015-10-12,40160341,89559675,31
1987-05-14,2006-11-13,10646619,15899296,22
1995-09-15,2010-06-23,40471900,37918242,32
2013-09-25,2020-07-23,68511069,49626223,32
1987-08-17,2002-04-05,69448159,95658736,31
2000-07-11,2014-12-24,37695864,10726826,8
2002-01-21,2010-03-05,30316603,77259982,39
1990-10-27,2015-10-12,19839452,67144621,22
1991-05-21,2018-08-12,66464523,46234736,30
2005-04-18,2020-04-28,99982305,97253829,26
2002-04-25,2012-06-08,28082050,26180922,24
1977-12-25,1979-04-30,87981128,96474732,20
2007-04-15,2012-06-20,26867267,36914552,2
2020-12-09,2021-09-18,46610120,99068166,33
1976-11-06,2017-11-04,13583341,86333428,40
1996-04-26,2019-11-02,348932,76214487,39
2007-02-25,2022-09-11,90953296,85844428,8
1999-07-25,2005-11-16,44915109,16803978,11
1977-05-28,2004-09-23,6731963,22009491,3
2016-08-03,2017-04-08,64485030,10508964,34
1975-08-12,1991-11-13,39006859,90314649,3
2022-04-17,2022-06-23,32254601,67051898,2
1974-03-06,2013-09-28,96034947,73760728,20
2020-12-28,2023-08-20,55548245,41723412,14
2019-01-01,2023-03-28,39329788,12583498,8
2006-12-25,2024-04-01,4457437,29999244,3
1983-09-03,2000-05-26,58847024,56617811,31
2011-11-04,2013-07-27,64282477,11987020,15
1978-09-29,2023-05-11,17146392,42431344,19
1995-04-23,2003-08-10,51507270,62723005,18
1978-04-26,1979-06-20,71713442,40775085,28
2018-09-04,2022-01-04,96838616,7880576,29
1976-10-15,2008-10-04,30504382,22748150,2
1979-08-22,1999-11-21,44234041,52518028,28
1995-10-06,2020-02-03,20694947,90890372,17
1986-01-09,2003-05-05,19297774,13978911,34
2009-05-03,2023-10-06,55878573,24992935,32
2006-02-03,2019-11-07,32519452,83888405,39
2012-09-06,2013-04-05,73835162,85129257,28
2008-01-03,2019-01-20,80583549,92864728,17
2022-10-30,2023-03-08,27905224,22280703,28
2010-09-08,2011-12-13,21431465,1461938,9
1980-12-04,2023-06-30,36725558,91631476,18
2013-05-25,2022-01-17,88875001,91001259,40
1992-05-23,2005-11-25,40406395,19482584,14
2017-05-26,2019-04-02,26148000,11202982,21
1978-02-17,2010-04-06,62394601,62290751,22
2020-10-20,2020-11-28,50390593,54465212,32
1979-02-27,1993-05-25,80071652,10891948,10
1982-12-23,2017-03-04,66969026,4995935,6
2001-02-14,2013-07-09,49863103,1639496,40
2008-09-16,2011-09-25,94144264,11934045,33
1993-03-13,2001-04-03,67671853,87105800,40
2007-11-29,2021-02-28,62980677,98600312,33
1992-04-01,2015-10-30,19890480,64317435,22
1997-07-09,2008-07-13,70389179,55779636,17
1977-07-07,2016-08-10,24413167,58269897,17
1975-09-17,2022-02-04,73412316,9605141,28
1996-03-24,2020-06-26,2972821,15883211,35
2013-06-15,2017-01-30,31632919,14541835,31
2012-07-11,2015-03-04,22686707,71210214,14
2007-08-01,2020-12-29,22336428,46292271,19
2016-07-07,2024-04-14,52075010,72751718,22
1979-04-03,1987-03-02,55713792,42062998,12
2003-10-10,2023-03-19,11524628,54802271,34
2003-07-11,2019-12-10,8307273,61036804,25
2015-08-12,2021-05-31,91863035,85083223,16
1974-11-21,1978-08-08,81696004,79688727,9
1979-08-01,2014-12-04,86942486,62890619,24
1977-03-06,2002-09-08,6816309,76513160,17
1984-11-07,1985-12-11,79244484,49341393,37
2021-08-18,2022-07-06,96098072,72516606,32
2006-02-18,2015-05-31,59769904,85241524,10
1975-01-18,1991-03-08,61627688,20769970,23
2002-09-11,2008-09-17,99060800,48752684,12
2023-03-03,2023-10-10,99138350,94850175,26
2012-10-12,2021-06-18,31515813,13580449,36
1983-03-09,2023-09-01,30007783,76515746,15
2022-06-28,2023-04-01,84420989,11093416,17
2016-11-17,2018-12-07,3292775,38431019,12
1982-02-11,2021-02-19,42687005,87014838,34
1996-04-07,2023-01-02,87366075,81858006,38
1981-02-06,2019-06-01,82170230,79595473,15
2013-07-20,2023-05-03,10840645,44523574,31
2009-08-21,2010-08-15,26638748,81534555,9
1983-04-10,1984-10-17,10612910,7542516,1
2017-03-23,2022-12-24,46835536,73238357,2
1997-01-15,2010-07-31,16041132,49034430,4
1979-12-21,1982-06-02,42408233,22866479,39
1979-11-16,2020-03-01,30841037,83713839,9
2007-11-12,2009-04-01,18404440,39074302,5
2008-08-26,2009-08-18,83141433,59419839,11
1977-12-17,1978-07-03,79461983,64972163,33
1993-12-09,2016-06-02,22088347,39965898,29
2020-05-22,2024-03-18,90905020,46298999,10
2018-02-18,2019-10-31,43974751,41371727,39
2019-06-11,2020-05-18,74328959,50305640,26
2006-11-15,2014-08-20,65183475,30826116,1
2000-03-24,2017-02-17,74119597,22928701,12
2011-03-14,2012-10-02,78076031,43523259,25
2001-06-13,2008-12-09,8489613,58654066,22
2001-07-21,2007-03-13,86110922,17749632,22
2019-03-05,2023-10-15,35498621,44375605,30
1973-02-09,2001-05-12,26087445,69246424,9
1995-06-28,2019-05-01,97766052,62416865,2
2021-03-07,2022-09-17,72123508,22020535,29
1993-02-05,2002-08-14,7892822,58525039,12
2022-04-24,2023-02-23,11034261,51985706,39
1992-07-17,2002-05-13,9249753,92377156,32
2023-10-25,2024-05-24,81669337,11845144,22
1986-01-21,1987-12-09,59309671,74328552,2
2009-08-19,2020-02-02,85217833,53550417,24
1995-04-10,2012-07-28,28971175,22182695,27
2001-09-19,2005-07-25,8360232,30427015,2
1995-04-04,2002-12-21,75908355,39337065,31
1984-12-20,1990-05-16,91339111,29966844,14
2008-05-19,2010-07-01,49790484,86026413,2
2023-01-15,2024-03-11,39820506,48886005,6
1994-05-11,2004-10-01,70681424,71807630,4
2000-09-14,2018-06-10,12681261,74722658,3
1980-09-21,1996-10-24,97116783,41471496,38
1978-07-09,2010-08-02,55045817,21682343,24
2005-06-07,2006-07-24,57910474,68951923,25
2013-02-05,2019-07-09,77502343,75338113,20
1978-07-22,2021-06-05,12679139,46101447,32
1981-09-23,2002-03-04,25965793,78292543,13
2003-08-31,2017-03-05,83940138,80004090,15
2007-01-05,2019-10-14,80633915,60286524,8
2003-06-27,2004-11-19,19456968,9692011,4
1996-05-21,2019-12-28,47140203,6447405,8
2002-02-04,2020-08-12,39803749,37348583,3
2017-05-19,2019-01-27,42075522,70297068,28
1980-11-20,2019-08-10,23590178,23116239,27
1992-10-23,2018-08-18,91237069,26419965,31
1984-08-31,2010-02-28,7263028,66685249,14
2000-11-29,2016-05-11,98697315,45689530,17
1979-06-02,2002-07-16,78298403,6236477,37
2020-01-08,2023-11-04,62739883,82721987,4
1976-07-02,2014-06-08,16483928,31572253,23
2013-08-25,2024-01-18,24025647,3786507,5
1975-05-21,1986-05-20,49015663,58344820,16
1996-09-29,2023-12-14,1727230,51675799,31
2020-10-20,2021-01-17,10758879,22023476,33
2000-05-13,2004-10-22,90953296,63222479,36
2008-03-19,2014-02-23,90646388,71038240,16
1972-12-18,1988-05-08,48979102,79913362,14
2005-02-04,2013-01-08,78742865,82617163,25
2009-07-01,2024-02-18,26010758,40384537,12
1996-03-27,2020-07-13,20181437,32990466,36
2000-04-11,2000-07-03,17971655,82573178,11
2007-09-21,2008-10-12,70341577,29013496,27
2001-03-12,2019-10-08,4129440,31196473,32
1979-02-03,2000-07-09,85337811,1171661,30
1992-08-18,2014-04-23,67750638,17004904,40
2019-07-26,2021-03-02,32449204,3584239,35
1979-11-15,1997-01-09,81712053,66872656,39
1985-05-04,1987-09-10,51876837,26404854,17
1978-02-21,1979-03-03,45584224,10878915,4
1986-04-09,1995-05-15,29035901,58227380,6
1973-12-18,2011-09-09,67814905,84050197,12
1992-10-18,2015-01-18,83860618,14214769,3
2003-08-31,2020-12-07,34977217,56008537,33
1993-05-01,1996-09-12,11254123,505235,16
2002-06-22,2017-12-06,46344942,69576970,37
1977-06-20,1979-04-22,58576725,74980097,11
2011-03-19,2022-01-10,45142530,66630,13
1978-07-18,2013-04-17,96466861,68475832,38
1994-05-12,2021-02-11,78344936,76529,1
2017-08-23,2018-01-23,9497325,60832235,7
2010-05-08,2015-10-02,47132008,69776423,30
2013-12-20,2018-08-29,6309703,46087586,31
2005-12-31,2015-07-19,32429176,92788423,3
1992-08-29,2010-04-10,18149175,64257707,7
1989-10-17,2001-01-12,79968645,96524971,1
2010-03-27,2020-03-26,24167606,75739700,30
1986-08-08,2004-06-04,45339852,91955643,34
2016-07-01,2017-12-07,71997548,2654134,11
2019-04-02,2019-07-13,7576272,96265799,6
1975-06-09,2010-08-05,38718212,42791453,28
2003-07-29,2018-04-04,90762296,23456587,6
2010-07-18,2019-08-22,14656687,42434777,4
2013-01-04,2019-06-22,5585231,25978869,11
2003-01-25,2009-11-01,63229708,49856759,2
2013-02-07,2024-01-01,54437985,10998272,36
2014-06-09,2015-11-29,91340517,78781138,2
1985-05-16,2000-11-22,22746390,54891872,1
1988-10-12,1998-11-08,87366075,35836009,11
1978-03-10,1979-11-01,31137113,71458169,40
1997-05-24,2008-02-25,74054279,58880144,30
1984-07-19,2009-12-25,95506703,32604936,9
1977-01-14,1989-12-05,13493650,78744434,7
2019-11-18,2019-11-22,24253140,43939120,4
1988-01-08,2011-10-15,77398692,46971851,15
1979-06-01,1994-02-07,58554840,95271043,26
2000-04-04,2005-06-26,91141432,19880084,40
2008-01-10,2014-04-18,39728156,74107305,37
2007-04-17,2014-09-23,50259601,39906050,20
1983-03-09,1986-11-29,57411018,38553849,30
1985-09-04,2017-10-17,8809996,62284191,39
2005-05-01,2022-07-30,38107779,68979377,24
2009-03-12,2023-05-09,6134296,23381851,25
1988-11-25,2018-04-25,58094659,4982745,14
1980-07-15,2009-03-03,49145183,53364212,39
2014-02-10,2021-05-31,14475174,59132205,32
1984-04-20,2005-01-23,55860918,55666395,8
1980-09-06,2020-04-15,22248762,2844901,10
1986-10-17,1995-01-07,23240469,43939120,34
2018-10-24,2018-10-29,56744946,69001078,16
1973-04-30,2005-08-11,38313798,95789312,36
1991-10-08,2020-02-14,82088293,98982020,4
1970-12-16,1998-01-01,23794922,45529790,37
1978-07-27,1979-09-27,26594523,94525176,31
1997-04-24,2003-08-24,82437081,98717503,38
2006-03-31,2016-10-13,84784809,74282188,6
1991-02-28,2013-02-24,85132647,33038325,3
1997-01-23,1998-07-24,75211997,58899143,20
2014-03-22,2014-05-10,7437236,27990379,17
2005-05-10,2007-04-30,53125613,74827799,30
2022-12-30,2023-07-31,67100074,39764328,8
2003-06-21,2007-03-26,83732232,5582617,23
1988-04-29,2011-11-26,64535301,47747131,2
1989-12-01,2016-06-20,61827284,65517230,6
1972-09-12,1980-09-13,160806,52053831,14
1999-11-06,2005-10-07,15862509,52585551,2
1970-09-05,2010-08-07,42540754,16617549,15
1991-11-13,2013-02-10,24798900,10959437,20
1999-03-21,2007-03-28,54334846,62743949,34
1999-08-08,2007-03-04,16303165,30488113,33
2002-05-28,2011-04-09,6026185,42028397,16
1993-09-20,2009-06-07,62101220,10313790,11
2009-12-15,2022-07-14,8675671,83487373,23
2007-11-12,2020-03-31,75210057,68248035,24
1976-04-01,2019-02-10,43180471,55116341,9
1983-09-07,2010-08-06,39406558,64006297,11
2016-03-19,2017-09-12,11314804,18526164,28
1986-07-17,1995-05-25,18126415,85725890,10
1971-02-08,2008-03-26,22587096,22430883,25
2014-02-22,2020-12-24,63155004,10649196,3
1997-10-14,2022-02-08,25546879,26585194,13
2015-03-14,2018-12-24,71750893,20365801,8
1974-11-17,2009-05-09,82750603,66646616,2
2002-06-04,2013-01-14,26594523,82808574,26
1987-05-05,2019-08-05,53950665,74747180,12
1986-02-09,1997-09-17,19933813,56238145,33
2005-01-08,2009-06-15,45115608,79515962,40
1997-08-11,2020-12-15,61257593,71515629,13
1988-07-23,2005-10-13,80429785,70456569,17
2011-10-19,2013-11-12,26855525,54958582,5
2021-06-18,2022-04-18,78921687,2004283,22
1975-12-02,2020-05-04,5203034,43715079,40
2016-05-05,2017-09-30,62726262,14361339,37
1990-12-31,2009-09-10,61395569,12946456,14
1995-04-05,2009-10-23,7247136,77223913,36
1992-09-09,1996-10-16,55638906,53494155,21
1991-10-21,2018-05-02,40472804,39409871,40
1987-10-29,2020-06-17,67904250,83781857,13
2003-04-13,2012-11-11,77502343,37567298,32
1992-07-27,2018-07-30,80100771,64442418,2
1991-11-05,1992-06-15,4588172,92946389,19
2009-11-24,2013-03-05,27668684,91622039,23
2019-01-24,2022-11-19,98704555,34309549,1
1973-11-14,2020-01-29,63624839,44022823,3
2001-04-19,2010-05-27,96692729,90211915,19
1980-06-15,2004-10-17,86640627,47520506,30
1981-04-24,2005-11-11,75815760,95436595,1
2003-03-02,2012-07-15,28918062,37566517,19
2008-04-21,2017-08-23,80945908,81340478,15
2013-02-06,2013-04-30,88652019,56801606,36
1993-07-03,2014-08-25,96781289,13185092,31
2018-11-27,2023-05-13,93022487,95622516,3
2008-07-17,2010-05-27,45404191,34545672,35
2022-01-02,2023-08-01,27984531,68604277,7
1988-02-19,2007-03-31,21201879,99104587,39
1992-06-14,2008-08-21,40775676,51801248,31
1988-03-24,2020-11-17,51122092,36655245,4
1999-12-21,2022-07-26,93952389,90159797,4
1981-05-14,2010-12-04,91743813,94236097,21
2003-09-08,2014-12-25,82628798,11195438,31
1992-04-06,2001-06-10,22435339,68830603,16
2018-05-07,2023-08-24,99440942,14856718,10
2007-01-04,2022-06-19,81920272,87972315,14
1994-10-13,2013-10-11,99231368,39684088,36
1988-09-02,2004-01-29,77271692,76513422,14
1994-11-30,2006-01-01,52102231,39260948,28
1991-09-28,2001-03-05,35004883,96215970,13
1993-02-10,2017-03-11,11353389,72796981,31
2010-05-23,2023-08-15,99355469,99782027,38
2009-10-28,2019-10-20,8848600,80885693,11
1973-03-05,2014-02-13,46636292,79517370,15
1984-07-01,2002-04-23,66622444,32500422,29
1997-01-09,2017-12-25,61482417,57004387,6
2010-10-22,2014-08-31,50434643,82709130,8
2022-05-22,2022-09-22,91454380,58019540,38
1978-10-06,2004-05-01,2870127,57388709,10
2011-03-06,2016-09-06,4398488,59811068,5
1990-09-26,1992-12-08,45733329,37498884,4
2013-07-12,2013-11-17,81746456,19701206,15
1977-10-31,1996-03-04,64260351,60212940,6
1978-02-03,2007-05-14,13354935,21194119,10
2006-07-27,2023-03-04,6572769,85800310,23
1984-07-14,1992-01-29,71286244,9243581,26
1985-10-05,2006-07-31,99412433,98546404,24
1979-04-14,2002-01-30,13289821,64760618,17
1995-06-26,2004-06-25,96223551,44564885,6
1988-04-10,1996-06-09,31783286,45760806,18
2021-03-23,2023-12-25,3422574,59981596,19
1971-11-16,2012-08-25,10852287,5011980,4
1990-08-16,2012-03-21,53184663,40726565,6
2016-03-19,2020-03-16,79142572,57726033,12
2019-08-10,2022-07-28,81602236,88881221,17
2018-10-15,2019-08-29,46325485,13116722,36
2005-08-30,2012-09-12,20559750,48858701,21
1973-06-06,1976-01-26,90265918,6599478,35
1988-08-20,1990-04-24,66754139,81117187,27
1993-11-06,2005-12-15,11585503,50450796,30
2010-11-06,2011-08-09,54386280,75450001,14
1993-10-23,2006-05-02,33240742,78467099,7
2021-02-01,2022-11-21,35168751,65529789,26
2005-05-03,2006-12-24,82729906,85671852,1
1976-11-11,2017-08-26,88307922,49499234,17
1992-03-22,2024-01-21,88897457,70706817,27
1973-03-22,1979-10-25,39114059,27534801,10
1992-11-01,2010-11-02,56702743,40553002,22
1982-12-01,2016-10-11,9739851,80547575,24
1986-01-26,2009-04-14,86014589,51812298,7
2006-08-04,2009-12-14,54633228,52949184,14
2021-03-02,2021-07-14,62186815,60109161,27
1990-11-12,2005-06-01,32732824,12710727,29
