idtitulo,nivel,nombre
36988,fear,history
41144,ground,success
23462,section,practice
37143,direction,until
57740,economic,life
70513,base,man
77479,tree,lead
33226,word,next
152,free,only
26482,off,least
92325,risk,public
85290,program,those
84708,recently,kitchen
46194,somebody,rest
74345,program,still
48833,involve,use
87677,student,fine
8418,clear,price
54605,recently,yet
2834,consider,language
1133,situation,Republican
92192,how,finally
13375,never,teacher
33666,energy,market
41348,security,eat
23035,when,positive
52096,party,ground
98858,huge,sing
1440,sense,how
71367,walk,benefit
44101,live,war
25051,exactly,enjoy
12882,agent,short
59105,far,decide
52713,sort,visit
62456,pressure,resource
87986,always,owner
68659,car,task
48417,always,site
72055,usually,from
98031,study,second
98982,no,trial
39014,appear,hot
46084,standard,thing
523,international,yourself
49524,itself,building
78933,necessary,bad
36275,me,air
35085,skill,building
91898,low,nor
90180,physical,necessary
16374,interesting,never
96537,size,hotel
75314,board,between
67409,throw,by
96375,yet,true
31629,color,civil
11193,outside,approach
58188,huge,indicate
12491,clearly,approach
93950,never,seem
69658,bit,ball
80656,kind,business
24632,stay,accept
14801,deal,treat
55196,kitchen,can
54843,I,behavior
95063,special,newspaper
38760,send,region
32952,sing,glass
58861,imagine,amount
1566,current,money
27215,site,hot
51561,third,let
45828,maintain,hope
75720,seek,three
18204,near,control
38441,dog,final
43150,house,next
7002,seven,human
79260,necessary,exactly
71594,dark,force
39126,condition,hand
78341,while,claim
54489,truth,might
68997,protect,operation
24474,prepare,price
43795,today,street
97117,green,admit
67608,rate,hold
51147,available,generation
15693,record,option
1005,sister,other
43904,his,capital
72637,discover,positive
69140,identify,name
12223,camera,state
53931,social,pick
19508,interview,kid
24980,building,determine
57172,same,seek
29924,because,share
72684,staff,trade
38317,speech,pattern
67473,charge,artist
50559,lot,same
5711,capital,rather
79824,couple,all
18445,talk,his
84101,chance,leg
47843,animal,cup
13893,where,major
89446,him,nice
43000,well,local
93041,defense,without
54857,general,law
44241,everything,seem
40231,else,military
29060,fund,former
26708,let,learn
28466,yet,letter
80729,responsibility,national
14816,understand,yet
19818,play,meet
90894,little,of
10943,short,consider
81839,particularly,industry
96045,little,large
86033,identify,different
87410,over,remain
49093,off,drive
57719,talk,than
33982,although,cup
14857,box,yet
39928,interview,maintain
97294,where,structure
84479,safe,practice
17955,often,although
48067,trade,play
97278,room,return
565,six,event
83373,idea,by
1672,stock,style
92068,onto,always
39188,mouth,single
35090,identify,realize
64380,section,single
74818,whom,reach
48007,development,bit
39119,happen,score
4704,local,agree
69137,edge,difference
74531,office,sell
53863,simple,health
2574,be,rest
87823,magazine,push
87237,mouth,understand
23098,reach,get
19119,recognize,policy
44553,them,grow
78839,every,night
70622,office,institution
75589,vote,continue
34251,raise,yet
76768,play,health
65045,together,part
10772,under,group
97303,determine,chair
48232,score,threat
25496,prevent,hit
10206,southern,could
20078,both,remain
49792,involve,civil
91016,standard,magazine
98301,country,way
17757,voice,history
30914,recent,ready
79716,century,picture
78699,hope,indeed
4509,feel,southern
9071,door,plan
76149,take,whether
47900,industry,quickly
38691,technology,huge
52090,name,start
29608,quality,hold
33992,natural,help
18154,blue,professor
35372,before,star
73491,interview,board
51421,peace,mention
73359,perform,score
13561,talk,relate
32937,international,guy
73038,million,including
67360,population,know
81436,prove,activity
84031,long,safe
27095,loss,court
37536,collection,hour
75863,human,whole
6599,life,food
38523,building,five
47601,move,everybody
68992,staff,follow
67882,increase,wind
17379,ten,simple
8412,later,now
11587,current,financial
77495,case,speak
10919,everything,enter
11940,travel,white
13394,nearly,evening
17745,collection,leg
49494,never,from
34349,side,government
56553,today,star
8035,professor,whole
1009,tend,campaign
50909,recently,reflect
7313,spend,ability
91627,worry,play
26419,from,finish
87008,hope,thank
95827,stage,available
77945,artist,though
42454,cell,the
13851,high,avoid
32872,threat,hotel
47410,at,phone
54494,try,herself
94153,both,for
62471,natural,light
49774,seek,ready
61142,production,mother
86436,soon,real
8132,tonight,person
61125,hot,interview
90069,certainly,data
63687,door,seat
1739,candidate,talk
6763,write,hard
67418,seat,either
6298,his,try
2376,heart,behavior
8226,deep,rock
71933,evidence,for
50791,writer,natural
3674,when,break
39021,question,charge
74537,third,share
46354,lay,soon
28831,prove,tax
34751,speak,throughout
35960,deal,sea
41129,certainly,capital
67430,find,language
86709,until,community
80577,among,soldier
42843,ball,air
41281,way,work
76490,natural,old
69706,will,that
35344,begin,gas
62374,various,agent
18624,forward,them
50109,bed,produce
47397,still,cold
57617,growth,concern
3429,wrong,final
98643,citizen,two
24337,war,such
49667,glass,TV
85804,idea,use
8332,prevent,candidate
21898,listen,near
39059,result,which
53296,official,whole
64180,friend,remain
6500,weight,office
8340,able,court
30542,service,data
41252,loss,easy
73621,require,dog
41946,with,born
38704,follow,song
57673,far,try
25980,sound,information
40638,power,reason
18284,measure,benefit
22100,church,kind
99700,serious,from
3171,try,until
38639,own,describe
43793,somebody,finally
27345,bill,forget
85669,wait,war
14264,decide,look
65542,sea,girl
66944,food,product
62116,ready,executive
7946,capital,same
67050,cut,after
77202,break,heart
13241,standard,know
15284,society,improve
15453,new,statement
47573,enjoy,development
40250,support,effort
29157,draw,half
15573,design,station
43658,compare,resource
34051,citizen,economic
167,population,picture
94476,feel,call
26889,set,various
35349,policy,must
54070,health,pretty
91184,along,about
99433,bad,speak
55488,task,radio
10591,nothing,newspaper
50079,hot,impact
77618,make,each
22565,since,ground
17755,painting,leg
31366,save,window
17773,order,sign
67728,support,simple
31927,leave,bank
88932,keep,exactly
30503,along,myself
76446,church,country
22896,type,task
72546,most,read
50986,big,world
28596,no,town
71537,ok,reach
84691,enough,yet
77333,conference,improve
82580,wrong,baby
76839,toward,should
46068,from,behind
26903,always,show
26262,realize,red
67427,off,PM
82854,look,audience
38979,mouth,consider
66645,treatment,shake
57133,great,call
87458,center,result
10270,important,style
59767,member,dog
63448,simply,allow
21576,whom,hard
22984,social,soon
75983,often,into
22619,responsibility,reduce
7563,four,represent
2384,health,for
7221,phone,player
37761,need,collection
25021,meeting,south
60026,culture,organization
36756,attention,although
26651,management,above
89203,rate,though
85882,information,they
5022,fill,on
43843,leg,feeling
18951,factor,easy
99460,since,policy
60217,law,change
74251,mother,she
99503,decade,vote
42908,sport,above
93182,husband,tree
21347,wait,analysis
42498,prepare,particular
90207,billion,specific
37896,phone,society
70880,community,country
23607,light,loss
15354,account,personal
84986,suggest,television
82055,entire,ten
85001,usually,old
68251,rate,down
20880,white,energy
37990,himself,power
84955,market,edge
62499,peace,you
38590,a,letter
75548,analysis,tough
94921,southern,season
56426,fine,five
88507,customer,example
65237,behavior,early
84379,federal,born
55544,claim,so
89788,key,every
87812,guess,former
19814,huge,parent
13574,sound,admit
47720,building,include
59824,then,suggest
2531,window,actually
57147,country,bank
78538,hair,get
39646,make,decade
24846,save,hear
16893,let,serious
54023,back,stage
71720,keep,difficult
76019,child,team
58491,take,pressure
11925,according,little
79791,sound,far
76394,respond,far
48046,front,fill
94053,partner,others
51408,trial,street
94723,strategy,try
93740,reduce,matter
4191,two,your
13811,walk,do
1448,despite,other
5558,son,nothing
65418,serious,conference
54445,have,current
30922,nation,wrong
92727,southern,sister
74532,network,edge
35494,future,story
57744,interest,gun
78945,hotel,order
57375,pull,beat
98158,heart,actually
29364,quality,us
29103,close,bit
7698,window,thank
84207,eat,change
54181,stay,good
25570,short,forget
71954,school,child
65702,fact,over
26804,wear,seek
12397,sort,increase
2419,same,natural
3688,personal,candidate
16750,despite,reach
91813,tree,high
44068,allow,candidate
73741,turn,hotel
83550,small,every
12650,population,check
67720,ago,color
64399,activity,affect
6511,for,forget
10322,throughout,teach
90993,stock,human
30180,television,a
15266,follow,body
53524,reality,us
64156,war,opportunity
34852,reflect,democratic
10735,situation,trial
39017,spring,see
32931,push,fear
77757,television,bit
64114,major,offer
23963,almost,task
61651,page,should
19561,decade,beyond
3399,pick,feeling
96325,read,window
87176,million,knowledge
26832,pattern,information
9519,station,fund
9162,field,late
49461,television,decade
98115,realize,policy
2774,world,such
77155,bring,particular
40043,weight,half
29712,have,trip
39066,young,positive
17741,history,score
37362,cost,claim
58289,wear,shake
80145,home,attorney
69576,less,forward
95557,statement,goal
82690,politics,left
88505,authority,dream
24912,heart,audience
22381,already,throw
62583,character,true
83037,fire,lot
91500,between,no
42187,statement,throw
35033,form,Mrs
6640,resource,behind
59212,eight,do
16789,beautiful,back
96237,project,represent
19237,during,thousand
31870,down,manager
31659,process,help
22232,style,owner
25491,result,kid
31635,probably,them
19945,consumer,know
88701,single,level
6770,government,final
20490,across,fill
86562,message,produce
96068,best,issue
14827,federal,physical
44460,stop,international
57441,oil,admit
7860,Congress,crime
86156,unit,deep
70489,education,tend
59715,choice,write
58954,important,effect
33767,hit,eat
16448,phone,prove
31398,front,capital
73915,add,ten
74568,true,rich
30003,speak,whatever
41915,spend,outside
39035,move,between
32411,team,pretty
61741,wish,cultural
3967,choose,provide
38072,somebody,not
45145,me,free
10069,seem,expert
1154,cut,those
36903,become,north
37013,like,family
418,conference,available
17411,too,life
77082,pattern,challenge
2359,personal,hold
61442,research,ask
87764,listen,deal
70012,series,fly
55995,indicate,fact
95281,sea,participant
20425,fight,detail
13842,program,music
95901,use,sense
83026,simply,act
77912,attorney,heavy
90397,land,until
88587,foreign,window
55288,final,just
88681,great,nearly
68772,long,employee
24893,religious,method
15331,adult,thought
90125,unit,check
21221,base,order
20178,degree,offer
8128,whether,marriage
28057,marriage,still
13774,civil,mention
4122,why,mouth
66124,training,program
20758,outside,well
