id_tarea,fecha_inicio,RelacionDependencia,FuncionDesempeñada,institucion
9598914,1972-03-11,common,Metallurgist,9603794781637
7744577,1974-12-25,ever,Dramatherapist,9882207030486
7373620,2016-07-09,senior,"Teacher, adult education",9905600953973
9682799,2012-04-23,push,Market researcher,3156567975343
6481251,1994-03-01,before,Psychiatric nurse,4533390577123
2286627,2014-12-03,case,Armed forces technical officer,3740364226476
307233,1977-07-23,least,Records manager,123171961684
8608728,2011-07-05,on,"Loss adjuster, chartered",6103261109321
2569380,1977-07-12,often,Speech and language therapist,6089475283872
4487906,2002-11-05,special,Physiological scientist,122390258706
4110184,2020-07-20,number,Broadcast journalist,7615894048615
2892061,2018-08-04,health,"Radiographer, therapeutic",9353411220896
7862874,1986-07-22,daughter,"Civil engineer, consulting",4008521057782
975038,2009-09-28,everything,Associate Professor,7197235736963
